,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL,D_Profit,W_Profit
2458,bicentennialman,Bicentennial Man,40,buenavista,1999-12-17,168.0,2518.0,8234926.0,2767.0,90000000,58220776,87420776,29200000,Sci-Fi,131.0,['Chris Columbus'],['Laurence Mark'],['James Horner'],1,/oscar/movies/?id=bicentennialman.htm,-31779224,-2579224
2459,greenmile,The Green Mile,12,warnerbros,1999-12-10,,2875.0,18017152.0,2875.0,60000000,136801374,290701374,153900000,Period Drama,188.0,['Frank Darabont'],,['Thomas Newman'],1,/oscar/movies/?id=greenmile.htm,76801374,230701374
2460,diamonds,Diamonds,293,miramax,1999-12-10,14.0,2.0,7837.0,27.0,11900000,81897,81897,0,Crime Comedy,,,,,0,,-11818103,-11818103
2461,deucebigalowmalegigolo,Deuce Bigalow: Male Gigolo,36,buenavista,1999-12-10,,2154.0,12224016.0,2162.0,18000000,65535067,92935067,27400000,Comedy,88.0,['Mike Mitchell'],,['Teddy Castellucci'],0,,47535067,74935067
2462,cradlewillrock,Cradle Will Rock,173,buenavista,1999-12-10,,8.0,93998.0,506.0,32000000,2899970,2899970,0,Period Drama,109.0,['Tim Robbins'],['Jon Kilik'],,0,,-29100030,-29100030
2463,endoftheaffair,The End of the Affair,120,sony,1999-12-03,,7.0,198535.0,688.0,23000000,10660147,10660147,0,Romance,102.0,['Neil Jordan'],,['Michael Nyman'],1,/oscar/movies/?id=endoftheaffair.htm,-12339853,-12339853
2464,tumbleweeds,Tumbleweeds,196,fineline,1999-11-26,,31.0,80030.0,307.0,312000,1350248,1788168,437920,Comedy / Drama,100.0,"[""Gavin O'Connor""]","[""Gavin O'Connor""]",,1,/oscar/movies/?id=tumbleweeds.htm,1038248,1476168
2465,endofdays,End of Days,33,universal,1999-11-24,,2593.0,20523595.0,2652.0,100000000,66889043,212026975,145137932,Action Horror,121.0,['Peter Hyams'],['Marc Abraham'],['John Debney'],0,,-33110957,112026975
2466,sleepyhollow,Sleepy Hollow,21,paramount,1999-11-19,,3064.0,30060467.0,3069.0,70000000,101068340,207068340,106000000,Period Horror,105.0,['Tim Burton'],,['Danny Elfman'],1,/oscar/movies/?id=sleepyhollow.htm,31068340,137068340
2467,feliciasjourney,Felicia's Journey,213,artisan,1999-11-12,,5.0,43131.0,49.0,15000000,824295,1970268,1145973,Drama / Thriller,116.0,,,['Mychael Danna'],0,,-14175705,-13029732
2468,dogma,Dogma,66,lions_gate,1999-11-12,,1269.0,8669945.0,1292.0,10000000,30651422,43948865,13297443,Fantasy Comedy,130.0,['Kevin Smith'],,['Howard Shore'],0,,20651422,33948865
2469,anywherebuthere,Anywhere But Here,87,fox,1999-11-12,,1672.0,5607137.0,1686.0,23000000,18653615,18653615,0,Drama,114.0,,['Laurence Mark'],['Danny Elfman'],0,,-4346385,-4346385
2470,pokemon1,Pokemon: The First Movie,25,warnerbros,1999-11-10,,3043.0,31036678.0,3043.0,30000000,85744662,163644662,77900000,Animation,96.0,,,,0,,55744662,133644662
2471,insider,The Insider,69,buenavista,1999-11-05,,1809.0,6712361.0,1844.0,68000000,28965197,60265197,31300000,Drama / Thriller,155.0,['Michael Mann'],,,1,/oscar/movies/?id=insider.htm,-39034803,-7734803
2472,bachelor,The Bachelor,83,newline,1999-11-05,,2522.0,7480288.0,2524.0,21000000,21731001,36882378,15151377,Romantic Comedy,102.0,,['Michael De Luca'],,0,,731001,15882378
2473,dreamingofjosephlees,Dreaming of Joseph Lees,344,foxsearchlight,1999-10-29,7.0,2.0,7680.0,2.0,3250000,7680,7680,0,Unknown,92.0,,,,0,,-3242320,-3242320
2474,beingjohnmalkovich,Being John Malkovich,79,usa,1999-10-29,,25.0,637721.0,630.0,13000000,22858926,32382381,9523455,Fantasy Comedy,113.0,['Spike Jonze'],['Steve Golin'],['Carter Burwell'],1,/oscar/movies/?id=beingjohnmalkovich.htm,9858926,19382381
2475,houseonhauntedhill,House on Haunted Hill,50,warnerbros,1999-10-29,81.0,2710.0,15946032.0,2710.0,19000000,40846082,65090541,24244459,Horror,95.0,,,,0,,21846082,46090541
2476,bringingoutthedead,Bringing Out the Dead,93,paramount,1999-10-22,,1936.0,6193052.0,1967.0,32000000,16640210,16640210,0,Drama,121.0,['Martin Scorsese'],['Scott Rudin'],['Elmer Bernstein'],0,,-15359790,-15359790
2477,crazyinalabama,Crazy in Alabama,188,sony,1999-10-22,,1214.0,1010596.0,1214.0,15000000,1954202,1954202,0,Comedy / Drama,111.0,,,,0,,-13045798,-13045798
2478,beyondthemat,Beyond the Mat,181,lions_gate,1999-10-22,,1.0,9532.0,298.0,500000,2047570,2047570,0,Documentary,103.0,,['Brian Grazer'],,0,,1547570,1547570
2479,bats,Bats,127,destination,1999-10-22,,2540.0,4717902.0,2540.0,6500000,10155691,10155691,0,Horror,91.0,,,['Graeme Revell'],0,,3655691,3655691
2480,storyofus,The Story of Us,74,universal,1999-10-15,,2164.0,9673080.0,2175.0,50000000,27100030,27100030,0,Comedy / Drama,95.0,['Rob Reiner'],,['Marc Shaiman'],0,,-22899970,-22899970
2481,straightstory,The Straight Story,147,buenavista,1999-10-15,,7.0,92312.0,186.0,10000000,6197866,6197866,0,Drama,111.0,['David Lynch'],,,1,/oscar/movies/?id=straightstory.htm,-3802134,-3802134
2482,fightclub,Fight Club,54,fox,1999-10-15,,1963.0,11035485.0,1966.0,65000000,37030102,100853753,63823651,Crime,139.0,['David Fincher'],,,1,/oscar/movies/?id=fightclub.htm,-27969898,35853753
2483,limey,The Limey,170,artisan,1999-10-08,,17.0,187122.0,105.0,10000000,3193102,6030047,2836945,Crime Drama,89.0,['Steven Soderbergh'],,['Cliff Martinez'],0,,-6806898,-3969953
2484,randomhearts,Random Hearts,65,sony,1999-10-08,,2697.0,13012585.0,2697.0,64000000,31054924,63200000,32145076,Romance,133.0,['Sydney Pollack'],['Sydney Pollack'],,0,,-32945076,-800000
2485,drivemecrazy,Drive Me Crazy,90,fox,1999-10-01,,2222.0,6846112.0,2233.0,8000000,17843379,22591451,4748072,Romantic Comedy,91.0,['John Schultz'],,,0,,9843379,14591451
2486,mysteryalaska,"Mystery, Alaska",133,buenavista,1999-10-01,,1673.0,3102191.0,1704.0,28000000,8891623,8891623,0,Sports Comedy,119.0,['Jay Roach'],['Shauna Robertson*'],['Carter Burwell'],0,,-19108377,-19108377
2487,elmoingrouchland,The Adventures of Elmo in Grouchland,114,sony,1999-10-01,,1210.0,3255033.0,1210.0,17000000,11634458,11634458,0,Family,77.0,,['Stephanie Allain'],['John Debney'],0,,-5365542,-5365542
2488,doublejeopardy,Double Jeopardy,15,paramount,1999-09-24,,2547.0,23162542.0,3002.0,40000000,116735231,177835231,61100000,Thriller,105.0,,,,0,,76735231,137835231
2489,mumford,Mumford,156,buenavista,1999-09-24,,1452.0,1851291.0,1452.0,28700000,4559569,4559569,0,Comedy,112.0,['Lawrence Kasdan'],['Lawrence Kasdan'],['James Newton Howard'],0,,-24140431,-24140431
2490,jakobtheliar,Jakob the Liar,152,sony,1999-09-24,,1200.0,2056647.0,1200.0,15000000,4956401,4956401,0,War Drama,120.0,,,['Ed Shearmur'],0,,-10043599,-10043599
2491,breakfastofchampions,Breakfast of Champions,268,buenavista,1999-09-17,,7.0,42326.0,11.0,12000000,178287,178287,0,Unknown,110.0,,,['Mark Isham'],0,,-11821713,-11821713
2492,forloveofthegame,For Love of the Game,57,universal,1999-09-17,,2829.0,13041685.0,2933.0,50000000,35188640,46112640,10924000,Sports Drama,137.0,['Sam Raimi'],['Marc Abraham'],,0,,-14811360,-3887360
2493,bluestreak,Blue Streak,32,sony,1999-09-17,,2735.0,19208806.0,2735.0,36000000,68208190,117448157,49239967,Action Comedy,94.0,,,['Ed Shearmur'],0,,32208190,81448157
2494,americanbeauty,American Beauty,13,dreamworks,1999-09-15,,16.0,861531.0,1990.0,15000000,130058047,356258047,226200000,Drama,122.0,['Sam Mendes'],,['Thomas Newman'],1,/oscar/movies/?id=americanbeauty.htm,115058047,341258047
2495,lovestinks,Love Stinks,172,independentartists,1999-09-10,,1325.0,1339575.0,1325.0,4000000,2793776,2793776,0,Comedy,94.0,,,,0,,-1206224,-1206224
2496,stigmata,Stigmata,49,mgm,1999-09-10,,2899.0,18309666.0,2901.0,32000000,50041732,89441732,39400000,Horror,102.0,,,,0,,18041732,57441732
2497,stirofechoes,Stir of Echoes,84,artisan,1999-09-10,,1888.0,5811664.0,1943.0,12000000,21133087,21133087,0,Horror,99.0,['David Koepp'],['Gavin Polone'],['James Newton Howard'],0,,9133087,9133087
2498,chillfactor,Chill Factor,118,warnerbros,1999-09-03,,2558.0,4529231.0,2558.0,34000000,11263966,11263966,0,Action Comedy,102.0,,['James G. Robinson'],,0,,-22736034,-22736034
2499,astronautswife,The Astronaut's Wife,122,newline,1999-08-27,,2209.0,4027003.0,2209.0,34000000,10672566,10672566,0,Horror Thriller,110.0,,,,0,,-23327434,-23327434
2500,muse,The Muse,115,usa,1999-08-27,,1263.0,3926825.0,1263.0,15000000,11614954,11614954,0,Comedy,97.0,['Albert Brooks'],,,0,,-3385046,-3385046
2501,dudleydo-right,Dudley Do-Right,129,universal,1999-08-27,,1802.0,3018345.0,1855.0,22000000,9818792,9818792,0,Family Comedy,83.0,,['John Davis'],,0,,-12181208,-12181208
2502,stiffupperlips,Stiff Upper Lips,297,cowboy,1999-08-27,,,,,5700000,69582,69582,0,Unknown,,,['Jeremy Bolt'],,0,,-5630418,-5630418
2503,intoodeep,In Too Deep,104,miramax,1999-08-27,,667.0,4220297.0,674.0,7000000,14026509,15471229,1444720,Crime Thriller,97.0,,['Don Carmody'],['Christopher Young'],0,,7026509,8471229
2504,detroitrockcity,Detroit Rock City,159,newline,1999-08-13,,1802.0,2005512.0,1802.0,16000000,4217115,4217115,0,Comedy,95.0,['Adam Rifkin'],['Michael De Luca'],,0,,-11782885,-11782885
2505,brokedownpalace,Brokedown Palace,128,fox,1999-08-13,,1740.0,3871616.0,1740.0,25000000,10115014,11115766,1000752,Drama / Thriller,100.0,,,,0,,-14884986,-13884234
2506,bowfinger,Bowfinger,35,universal,1999-08-13,112.0,2706.0,18062550.0,2746.0,55000000,66458769,98699769,32241000,Comedy,97.0,['Frank Oz'],['Brian Grazer'],,0,,11458769,43699769
2507,thomascrownaffair,The Thomas Crown Affair,31,mgm,1999-08-06,,2427.0,14600719.0,2427.0,48000000,69304264,124304264,55000000,Romantic Thriller,113.0,['John McTiernan'],['Michael Tadross'],,0,,21304264,76304264
2508,illuminata,Illuminata,212,artisan,1999-08-03,,8.0,53264.0,33.0,10000000,836641,836641,0,Period Comedy,111.0,,,,0,,-9163359,-9163359
2509,mysterymen,Mystery Men,68,universal,1999-08-06,70.0,2136.0,10017865.0,2142.0,68000000,29762011,33462011,3700000,Fantasy Comedy,122.0,,,['Stephen Warbeck'],0,,-38237989,-34537989
2510,sixthsense,The Sixth Sense,2,buenavista,1999-08-06,,2161.0,26681262.0,2821.0,40000000,293506292,672806292,379300000,Horror,107.0,['M. Night Shyamalan'],,['James Newton Howard'],1,/oscar/movies/?id=sixthsense.htm,253506292,632806292
2511,irongiant,The Iron Giant,78,warnerbros,1999-08-03,111.0,2179.0,5732614.0,2179.0,50000000,23159305,31333917,8174612,Animation,86.0,['Brad Bird'],,['Michael Kamen'],0,,-26840695,-18666083
2512,runawaybride,Runaway Bride,9,paramount,1999-07-30,,3158.0,35055556.0,3240.0,70000000,152257509,310138178,157880669,Romantic Comedy,116.0,['Garry Marshall'],,['James Newton Howard'],0,,82257509,240138178
2513,twinfallsidaho,"Twin Falls, Idaho",207,sonyclassics,1999-07-30,,6.0,49849.0,54.0,500000,985341,1027228,41887,Drama,110.0,,,,0,,485341,527228
2514,inspectorgadget,Inspector Gadget,22,buenavista,1999-07-23,,2814.0,21889138.0,2877.0,75000000,97387965,97387965,0,Family Adventure,78.0,,,['John Debney'],0,,22387965,22387965
2515,dropdeadgorgeous,Drop Dead Gorgeous,125,newline,1999-07-23,,1207.0,3986269.0,1207.0,10000000,10571408,10571408,0,Comedy,98.0,,['Gavin Polone'],['Mark Mothersbaugh'],0,,571408,571408
2516,velocityofgary,The Velocity of Gary,378,nextmillenium,1999-04-30,7.0,1.0,1242.0,1.0,4000000,34145,34145,0,Unknown,100.0,['Dan Ireland'],,,0,,-3965855,-3965855
2517,lakeplacid,Lake Placid,64,fox,1999-07-16,,2096.0,10974145.0,2102.0,27000000,31770413,31770413,0,Horror Comedy,82.0,,,['John Ottman'],0,,4770413,4770413
2518,eyeswideshut,Eyes Wide Shut,42,warnerbros,1999-07-16,,2411.0,21706163.0,2483.0,65000000,55691208,104267443,48576235,Drama / Thriller,159.0,['Stanley Kubrick'],,,0,,-9308792,39267443
2519,woodthe,The Wood,76,paramount,1999-07-16,,1191.0,8515223.0,1191.0,6000000,25059640,25059640,0,Comedy / Drama,106.0,['Rick Famuyiwa'],,,0,,19059640,19059640
2520,muppetsfromspace,Muppets from Space,95,sony,1999-07-14,,2265.0,4826049.0,2265.0,24000000,16304786,16304786,0,Family Comedy,88.0,['Tim Hill'],,,0,,-7695214,-7695214
2521,summerofsam,Summer of Sam,86,buenavista,1999-07-02,,1536.0,5952452.0,1536.0,22000000,19288130,19288130,0,Drama / Thriller,142.0,['Spike Lee'],['Jon Kilik'],['Terence Blanchard'],0,,-2711870,-2711870
2522,bigdaddy,Big Daddy,7,sony,1999-06-25,129.0,3027.0,41536370.0,3254.0,30000000,163479795,228641283,65161488,Comedy,93.0,['Dennis Dugan'],,['Teddy Castellucci'],0,,133479795,198641283
2523,generalsdaughter,The General's Daughter,19,paramount,1999-06-18,,2856.0,22332053.0,2858.0,60000000,102705852,149705852,47000000,Thriller,117.0,['Simon West'],,['Carter Burwell'],0,,42705852,89705852
2524,idealhusband,An Ideal Husband,89,miramax,1999-06-18,,10.0,192802.0,772.0,10700000,18542974,31341183,12798209,Period Comedy,96.0,['Oliver Parker'],,,0,,7842974,20641183
2525,limbo,Limbo,178,sony,1999-06-04,,15.0,139634.0,111.0,8300000,2160710,2598224,437514,Drama,126.0,,,,0,,-6139290,-5701776
2526,desertblue,Desert Blue,289,samuelgoldwyn,1999-06-04,,5.0,13092.0,9.0,5000000,99147,99147,0,Unknown,90.0,,,,0,,-4900853,-4900853
2527,nottinghill,Notting Hill,16,universal,1999-05-28,,2747.0,21811180.0,2786.0,42000000,116089678,363728226,247638548,Romantic Comedy,124.0,,,['Trevor Jones'],0,,74089678,321728226
2528,thirteenthfloor,The Thirteenth Floor,113,sony,1999-05-28,,1815.0,3322416.0,1815.0,16000000,11810854,11810854,0,Sci-Fi Thriller,100.0,,,['Harald Kloser'],0,,-4189146,-4189146
2529,loveletter,The Love Letter,137,dreamworks,1999-05-21,63.0,769.0,2692819.0,817.0,15000000,8322608,8322608,0,Romantic Comedy,99.0,,['Beau Flynn'],,0,,-6677392,-6677392
2530,trekkies,Trekkies,246,paramountclassics,1999-05-21,,339.0,125636.0,339.0,375000,617172,617172,0,Documentary,86.0,,,,0,,242172,242172
2531,teawithmussolini,Tea with Mussolini,101,mgm,1999-05-14,,270.0,1633183.0,284.0,14000000,14395874,14395874,0,Period Drama,117.0,,,,0,,395874,395874
2532,trippin,Trippin',130,october,1999-05-14,,777.0,2527909.0,781.0,3000000,9017070,9017070,0,Comedy,94.0,,['Marc Abraham'],,0,,6017070,6017070
2533,entrapment,Entrapment,24,fox,1999-04-30,,2814.0,20145595.0,2879.0,66000000,87707396,211700000,123992604,Romantic Thriller,113.0,,['Arnon Milchan'],['Christopher Young'],0,,21707396,145700000
2534,getreal,Get Real,201,paramountclassics,1999-04-30,,6.0,54254.0,40.0,2000000,1152411,1152411,0,Romance,108.0,,,,0,,-847589,-847589
2535,idlehands,Idle Hands,162,sony,1999-04-30,,1611.0,1807181.0,1611.0,15000000,4023741,4023741,0,Horror Comedy,92.0,,,['Graeme Revell'],0,,-10976259,-10976259
2536,existenz,eXistenZ,174,miramax,1999-04-23,,256.0,810262.0,256.0,20700000,2840417,2840417,0,Sci-Fi Thriller,90.0,,,['Howard Shore'],0,,-17859583,-17859583
2537,pushingtin,Pushing Tin,135,fox,1999-04-23,,1283.0,3555032.0,1284.0,33000000,8408835,8408835,0,Comedy,124.0,['Mike Newell'],,,0,,-24591165,-24591165
2538,foolish,Foolish,148,artisan,1999-04-09,,305.0,2184633.0,410.0,1600000,6026908,6026908,0,Comedy,84.0,,,,0,,4426908,4426908
2539,out-of-towners,The Out-of-Towners,71,paramount,1999-04-02,,2102.0,8224215.0,2128.0,40000000,28544120,28544120,0,Comedy,90.0,,,['Marc Shaiman'],0,,-11455880,-11455880
2540,following,Following,309,zeitgeist,1999-04-02,,1.0,3668.0,2.0,6000,48482,240495,192013,Unknown,69.0,['Christopher Nolan'],,['David Julyan'],0,,42482,234495
2541,edtv,EDtv,81,universal,1999-03-26,,2627.0,8311290.0,2631.0,60000000,22508689,35319689,12811000,Comedy,124.0,['Ron Howard'],,['Randy Edelman'],0,,-37491311,-24680311
2542,amontgiants,Among Giants,301,foxsearchlight,1999-03-26,,2.0,13276.0,9.0,4000000,64359,64359,0,Unknown,93.0,,,,0,,-3935641,-3935641
2543,sparkler,Sparkler,353,strand,1999-03-19,,1.0,1370.0,1.0,1000000,5494,5494,0,Unknown,96.0,,,,0,,-994506,-994506
2544,ravenous,Ravenous,180,fox,1999-03-19,,1040.0,1040727.0,1040.0,12000000,2062406,2062406,0,Period Horror,100.0,,['David Heyman'],['Michael Nyman'],0,,-9937594,-9937594
2545,wingcommander,Wing Commander,116,fox,1999-03-12,,2019.0,5114365.0,2019.0,30000000,11578022,11578022,0,Sci-Fi Action,100.0,,,,0,,-18421978,-18421978
2546,corruptor,The Corruptor,97,newline,1999-03-12,,1804.0,5765300.0,1804.0,10000000,15164492,15164492,0,Action / Crime,100.0,['James Foley'],,['Carter Burwell'],0,,5164492,5164492
2547,carrie2,The Rage: Carrie 2,91,mgm,1999-03-12,,2286.0,7065123.0,2286.0,21000000,17760244,17760244,0,Horror,110.0,,,,0,,-3239756,-3239756
2548,cruelintentions,Cruel Intentions,52,sony,1999-03-05,,2312.0,13020565.0,2312.0,11000000,38230075,75803716,37573641,Romantic Thriller,97.0,['Roger Kumble'],['Neal H. Moritz'],['Ed Shearmur'],0,,27230075,64803716
2549,analyzethis,Analyze This,18,warnerbros,1999-03-05,,2518.0,18383507.0,2537.0,30000000,106885658,176885658,70000000,Crime Comedy,103.0,['Harold Ramis'],,['Howard Shore'],0,,76885658,146885658
2550,lockstockandtwosmokingbarrels,"Lock, Stock and Two Smoking Barrels",166,gramercy,1999-03-05,,8.0,143321.0,161.0,1350000,3897569,28356188,24458619,Crime Comedy,108.0,['Guy Ritchie'],,,0,,2547569,27006188
2551,20dates,20 Dates,226,foxsearchlight,1999-02-26,,3.0,40244.0,43.0,66000,541636,602920,61284,Unknown,87.0,,,,0,,475636,536920
2552,200cigarettes,200 Cigarettes,143,paramount,1999-02-26,,976.0,3244277.0,978.0,6000000,6852450,6852450,0,Comedy,101.0,,,['Mark Mothersbaugh'],0,,852450,852450
2553,8mm,8MM,56,sony,1999-02-26,,2370.0,14252888.0,2370.0,40000000,36443442,96398826,59955384,Thriller,124.0,['Joel Schumacher'],['Gavin Polone'],['Mychael Danna'],0,,-3556558,56398826
2554,officespace,Office Space,121,fox,1999-02-19,,1740.0,4231727.0,1740.0,10000000,10827813,12179708,1351895,Comedy,89.0,['Mike Judge'],,['John Frizzell'],0,,827813,2179708
2555,jawbreaker,Jawbreaker,171,sony,1999-02-19,,801.0,1603425.0,801.0,3000000,3076820,3076820,0,Comedy,112.0,,,,0,,76820,76820
2556,messageinabottle,Message in a Bottle,46,warnerbros,1999-02-12,,2538.0,16751560.0,2545.0,30000000,52880016,52880016,0,Romance,131.0,,,['Gabriel Yared'],0,,22880016,22880016
2557,myfavoritemartian,My Favorite Martian,55,buenavista,1999-02-12,,2275.0,8828586.0,2349.0,60000000,36850101,36850101,0,Sci-Fi Comedy,80.0,,,['John Debney'],0,,-23149899,-23149899
2558,simplyirresistible,Simply Irresistible,158,fox,1999-02-05,,1359.0,2232686.0,1359.0,6000000,4398989,4398989,0,Romantic Comedy,94.0,,['Arnon Milchan'],,0,,-1601011,-1601011
2559,shesallthat,She's All That,38,miramax,1999-01-29,,2222.0,16065430.0,2654.0,10000000,63465522,63465522,0,Romantic Comedy,95.0,,,,0,,53465522,53465522
2560,atfirstsight,At First Sight,82,mgm,1999-01-15,,1814.0,8444321.0,1838.0,40000000,22365133,22365133,0,Romance,124.0,['Irwin Winkler'],,['Mark Isham'],0,,-17634867,-17634867
2561,varsityblues,Varsity Blues,44,paramount,1999-01-15,,2121.0,15204148.0,2364.0,16000000,52894169,54294169,1400000,Sports Drama,104.0,['Brian Robbins'],,['Mark Isham'],0,,36894169,38294169
2562,virus,Virus,103,universal,1999-01-15,,2018.0,6013640.0,2018.0,75000000,14010690,30626690,16616000,Sci-Fi Horror,100.0,,,,0,,-60989310,-44373310
2563,stepmom,Stepmom,20,sony,1998-12-25,,2358.0,19142440.0,2503.0,50000000,91137662,159745279,68607617,Comedy / Drama,125.0,['Chris Columbus'],,['John Williams'],0,,41137662,109745279
2564,civilaction,A Civil Action,38,buenavista,1998-12-25,,2.0,70079.0,2319.0,60000000,56709981,56709981,0,Drama / Thriller,115.0,['Steven Zaillian'],['Scott Rudin'],['Danny Elfman'],1,/oscar/movies/?id=civilaction.htm,-3290019,-3290019
2565,patchadams,Patch Adams,10,universal,1998-12-25,,2712.0,25262280.0,2909.0,50000000,135014968,202173000,67158032,Comedy / Drama,115.0,['Tom Shadyac'],['Tom Shadyac'],['Marc Shaiman'],1,/oscar/movies/?id=patchadams.htm,85014968,152173000
2566,mightyjoeyoung,Mighty Joe Young,44,buenavista,1998-12-25,,2502.0,10602042.0,2559.0,80000000,50632037,50632037,0,Adventure,114.0,['Ron Underwood'],['Ralph Winter'],['James Horner'],1,/oscar/movies/?id=mightyjoeyoung.htm,-29367963,-29367963
2567,faculty,The Faculty,52,miramax,1998-12-25,,2365.0,11633495.0,2365.0,15000000,40283321,40283321,0,Horror,117.0,['Robert Rodriguez'],,['Marco Beltrami'],0,,25283321,25283321
2568,swindle,The Swindle,250,newyorker,1998-12-23,,3.0,24917.0,5.0,10000000,245359,5045359,4800000,Unknown,102.0,,,,0,,-9754641,-4954641
2569,youvegotmail,You've Got Mail,14,warnerbros,1998-12-18,,2691.0,18426749.0,2948.0,65000000,115821495,250800000,134978505,Romantic Comedy,119.0,['Nora Ephron'],,['George Fenton'],0,,50821495,185800000
2570,princeofegypt,The Prince of Egypt,16,dreamworks,1998-12-18,,3118.0,14524321.0,3218.0,60000000,101413188,218613188,117200000,Animation,99.0,,['Jeffrey Katzenberg'],['Hans Zimmer'],1,/oscar/movies/?id=princeofegypt.htm,41413188,158613188
2571,shakespeareinlove,Shakespeare in Love,18,miramax,1998-12-11,,8.0,224012.0,2030.0,26000000,100317794,279500000,179182206,Period Comedy,123.0,['John Madden'],['Edward Zwick'],['Stephen Warbeck'],1,/oscar/movies/?id=shakespeareinlove.htm,74317794,253500000
2572,jackfrost,Jack Frost,60,warnerbros,1998-12-11,,2152.0,7104125.0,2152.0,50000000,34645374,34645374,0,Family,102.0,,,['Trevor Rabin'],0,,-15354626,-15354626
2573,rushmore,Rushmore,97,buenavista,1998-12-11,,2.0,43666.0,830.0,10000000,17105219,19080435,1975216,Comedy,90.0,['Wes Anderson'],,['Mark Mothersbaugh'],0,,7105219,9080435
