,budgetListIDX,budgetListName,bLnameLength,MvName,mvNameLength,maxFuzzRatioIDX,maxFuzzRatio,maxFuzzSetRatioIDX,maxFuzzSetRatio,budgetListMvReleaseYR,MvReleaseYR
2069,2069,Stuck,5,Stuck in Love,13,5345,100,2299,100,2008,2013.0
2070,2070,The Strangers,13,The Music of Strangers,22,5000,100,157,100,2008,2016.0
2071,2071,Sex and the City,16,Sex and the City 2,18,4956,100,3921,100,2008,2010.0
2072,2072,Savage Grace,12,Savage Grace,12,5214,100,5214,100,2008,2008.0
2073,2073,"War, Inc.",9,"War, Inc.",9,5193,100,5193,100,2008,2008.0
2074,2074,The Children of Huang Shi,25,The Children of Huang Shi,25,5167,100,5167,100,2008,2008.0
2075,2075,Indiana Jones and the Kingdom of the Crystal Skull,50,Indiana Jones and the Kingdom of the Crystal Skull,50,4948,100,4948,100,2008,2008.0
2076,2076,The Chronicles of Narnia: Prince Caspian,40,The Chronicles of Narnia: Prince Caspian,40,4960,100,4960,100,2008,2008.0
2077,2077,Speed Racer,11,Speed Racer,11,5009,100,5009,100,2008,2008.0
2078,2078,Poultrygeist: Night of the Chicken Dead,39,Poultrygeist: Night of the Chicken Dead,39,5454,100,5454,100,2008,2008.0
2079,2079,What Happens in Vegas...,24,What Happens in Vegas,21,4982,93,4982,100,2008,2008.0
2080,2080,Son of Rambow: A Home Movie,27,Son of Rambow,13,5150,65,5150,100,2008,2008.0
2081,2081,Redbelt,7,Redbelt,7,5139,100,5139,100,2008,2008.0
2082,2082,Made of Honor,13,Made of Honor,13,5006,100,5006,100,2008,2008.0
2083,2083,Iron Man,8,Iron Man 3,10,4947,100,1933,100,2008,2013.0
2084,2084,Deception,9,Deception (2008),16,3894,78,5119,100,2008,2008.0
2085,2085,Baby Mama,9,Mama,4,4996,100,1978,100,2008,2013.0
2086,2086,Rogue,5,Mission: Impossible - Rogue Nation,34,5477,100,538,100,2008,2015.0
2087,2087,Harold & Kumar Escape from Guantanamo Bay,41,Harold and Kumar Escape from Guantanamo Bay,43,5020,95,5020,100,2008,2008.0
2088,2088,Standard Operating Procedure,28,Standard Operating Procedure,28,5249,100,5249,100,2008,2008.0
2089,2089,88 Minutes,10,88 Minutes,10,5068,100,5068,100,2008,2008.0
2090,2090,Forgetting Sarah Marshall,25,Forgetting Sarah Marshall,25,4995,100,4995,100,2008,2008.0
2091,2091,Kiss the Bride,14,Kiss the Bride,14,5397,100,5397,100,2008,2008.0
2092,2092,Pathology,9,Pathology,9,5297,100,5297,100,2008,2008.0
2093,2093,The Forbidden Kingdom,21,The Forbidden Kingdom,21,5001,100,5001,100,2008,2008.0
2094,2094,Life Before Her Eyes,20,The Life Before Her Eyes,24,5231,91,5231,100,2008,2008.0
2095,2095,à L'Intérieur,13,Intruders,9,3008,55,3008,63,2008,2012.0
2096,2096,Prom Night,10,Prom,4,14186,100,3427,100,2008,2011.0
2097,2097,The Visitor,11,The Visitor,11,5093,100,5093,100,2008,2008.0
2098,2098,Street Kings,12,Street Kings,12,5049,100,5049,100,2008,2008.0
2099,2099,Day of the Dead,15,The Day,7,13496,100,3112,100,2008,2012.0
2100,2100,Shine a Light,13,Shine a Light,13,5114,100,5114,100,2008,2008.0
2101,2101,Nim's Island,12,Nim's Island,12,5005,100,5005,100,2008,2008.0
2102,2102,Leatherheads,12,Leatherheads,12,5040,100,5040,100,2008,2008.0
2103,2103,My Blueberry Nights,19,My Blueberry Nights,19,5176,100,5176,100,2008,2008.0
2104,2104,The Ruins,9,The Ruins of Lifta,18,5067,100,492,100,2008,2016.0
2105,2105,Superhero Movie,15,Superhero Movie,15,5052,100,5052,100,2008,2008.0
2106,2106,Happy Valley,12,Happy Valley (2014),19,5344,100,1727,100,2008,2014.0
2107,2107,Stop-Loss,9,Stop-Loss,9,5088,100,5088,100,2008,2008.0
2108,2108,"Run, Fatboy, Run",16,Run,3,5111,84,12097,100,2008,1991.0
2109,2109,Shutter,7,Shutter Island,14,5051,100,3908,100,2008,2010.0
2110,2110,Meet the Browns,15,Tyler Perry's Meet the Browns,29,1371,84,5013,100,2008,2008.0
2111,2111,The Grand,9,The Grand Budapest Hotel,24,5292,100,1283,100,2008,2014.0
2112,2112,21,2,21 and Over,11,4981,100,2030,100,2008,2013.0
2113,2113,Drillbit Taylor,15,Drillbit Taylor,15,5031,100,5031,100,2008,2008.0
2114,2114,The Hammer,10,Hammer of the Gods,18,5213,100,2617,100,2008,2013.0
2115,2115,La misma luna,13,A La Mala,9,7837,58,685,64,2008,2015.0
2116,2116,Doomsday,8,Doomsday,8,5087,100,5087,100,2008,2008.0
2117,2117,Never Back Down,15,Never,5,5054,100,457,100,2008,2016.0
2118,2118,Funny Games,11,Funny Games,11,5156,100,5156,100,2008,2008.0
2119,2119,Horton Hears a Who,18,Dr. Seuss' Horton Hears a Who!,30,4955,75,4955,100,2008,2008.0
2120,2120,Stargate - The Ark of Truth,27,Truth,5,13898,59,701,100,2008,2015.0
2121,2121,Snow Angels,11,Snow Angels,11,5218,100,5218,100,2008,2008.0
2122,2122,The Bank Job,12,The Bank Job,12,5043,100,5043,100,2008,2008.0
2123,2123,"10,000 B.C.",11,"10,000 B.C.",11,4976,100,4976,100,2008,2008.0
2124,2124,CJ7,3,CJ7,3,5257,100,5257,100,2008,2008.0
2125,2125,Married Life,12,No One's Life Is Easy: So I Married an Anti-Fan,47,5153,100,270,100,2008,2016.0
2126,2126,Semi-Pro,8,Semi-Pro,8,5028,100,5028,100,2008,2008.0
2127,2127,The Other Boleyn Girl,21,The Other Boleyn Girl,21,5048,100,5048,100,2008,2008.0
2128,2128,Witless Protection,18,Witless Protection,18,5121,100,5121,100,2008,2008.0
2129,2129,Die Fälscher,12,Dischord,8,10182,64,8384,63,2008,2003.0
2130,2130,Be Kind Rewind,14,"Be Kind, Rewind",15,5086,97,5086,100,2008,2008.0
2131,2131,Charlie Bartlett,16,Charlie Bartlett,16,5124,100,5124,100,2008,2008.0
2132,2132,The Signal,10,The Signal (2014),17,5243,100,1472,100,2008,2014.0
2133,2133,Vantage Point,13,Vantage Point,13,4988,100,4988,100,2008,2008.0
2134,2134,Dolphins and Whales Tribes of the Ocean 3D,42,Dolphins and Whales: Tribes of the Ocean 3D,43,5102,99,5102,100,2008,2008.0
2135,2135,Diary of the Dead,17,George A. Romero's Diary of the Dead,36,13496,94,5172,100,2008,2008.0
2136,2136,The Spiderwick Chronicles,25,The Spiderwick Chronicles,25,4989,100,4989,100,2008,2008.0
2137,2137,Jumper,6,Jumper,6,4983,100,4983,100,2008,2008.0
2138,2138,Step Up 2 the Streets,21,Up,2,4998,100,4429,100,2008,2009.0
2139,2139,"Definitely, Maybe",17,"Definitely, Maybe",17,5032,100,5032,100,2008,2008.0
2140,2140,Welcome Home Roscoe Jenkins,27,Welcome Home Roscoe Jenkins,27,5012,100,5012,100,2008,2008.0
2141,2141,In Bruges,9,In Bruges,9,5100,100,5100,100,2008,2008.0
2142,2142,Fool's Gold,11,Fool's Gold,11,4990,100,4990,100,2008,2008.0
2143,2143,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,60,Cyrus,5,4993,100,4026,100,2008,2010.0
2144,2144,Strange Wilderness,18,Strange Wilderness,18,5107,100,5107,100,2008,2008.0
2145,2145,Sukkar banat,12,Ghanchakkar,11,7035,60,2220,61,2008,2013.0
2146,2146,Over Her Dead Body,18,Body,4,5103,100,1199,100,2008,2015.0
2147,2147,The Eye,7,Eye in the Sky,14,5039,100,76,100,2008,2016.0
2148,2148,Rambo,5,Rambo,5,5011,100,5011,100,2008,2008.0
2149,2149,"4 luni, 3 saptamani si 2 zile",29,4,1,5165,44,6672,100,2008,2006.0
2150,2150,Untraceable,11,Untraceable,11,5044,100,5044,100,2008,2008.0
2151,2151,How She Move,12,How She Move,12,5105,100,5105,100,2008,2008.0
2152,2152,Meet the Spartans,17,Meet the Spartans,17,5019,100,5019,100,2008,2008.0
2153,2153,U2 3D,5,U2 3D,5,5089,100,5089,100,2008,2008.0
2154,2154,Cloverfield,11,10 Cloverfield Lane,19,4984,100,27,100,2008,2016.0
2155,2155,All Hat,7,All Hat,7,5448,100,5448,100,2008,2008.0
2156,2156,Mad Money,9,Mad Money,9,5060,100,5060,100,2008,2008.0
2157,2157,Teeth,5,Teeth,5,5224,100,5224,100,2008,2008.0
2158,2158,Taxi to the Dark Side,21,Taxi to the Dark Side,21,5235,100,5235,100,2008,2008.0
2159,2159,Yesterday Was a Lie,19,Born Yesterday,14,11558,55,11558,78,2008,1993.0
2160,2160,27 Dresses,10,27 Dresses,10,4986,100,4986,100,2008,2008.0
2161,2161,The Pirates Who Don't Do Anything: A VeggieTales Movie,54,The Pirates,11,5079,76,1493,100,2008,2014.0
2162,2162,In the Name of the King: A Dungeon Siege Tale,45,In the Name Of,14,5117,100,2490,100,2008,2013.0
2163,2163,White Noise 2: The Light,24,Noise,5,6838,63,5441,100,2008,2008.0
2164,2164,One Missed Call,15,One Missed Call,15,5047,100,5047,100,2008,2008.0
2165,2165,Slacker Uprising,16,Slacker,7,8564,67,12136,100,2007,1991.0
2166,2166,Ramanujan,9,Raanjhana,9,2149,78,2149,78,2007,2013.0
2167,2167,Tin Can Man,11,Ant-Man,7,2001,67,541,78,2007,2015.0
2168,2168,Arn - Tempelriddaren,20,Melinda and Melinda,19,13296,55,6966,62,2007,2005.0
2169,2169,A Dog's Breakfast,17,Bed and Breakfast,17,11957,65,11957,76,2007,1992.0
2170,2170,A Dog's Breakfast,17,Bed and Breakfast,17,11957,65,11957,76,2007,1992.0
2171,2171,Alatriste,9,The Alarmist,12,10276,67,10276,76,2007,1998.0
2172,2172,Taxi 4,6,4,1,8137,83,6672,100,2007,2006.0
2173,2173,El orfanato,11,El Cantante,11,5711,64,5711,64,2007,2007.0
2174,2174,There Will Be Blood,19,There Will Be Blood,19,5619,100,5619,100,2007,2007.0
2175,2175,The Great Debaters,18,The Great Debaters,18,5639,100,5639,100,2007,2007.0
2176,2176,Aliens vs. Predator - Requiem,29,Aliens Vs. Predator - Requiem,29,5617,97,5617,100,2007,2007.0
2177,2177,The Bucket List,15,The Bucket List,15,5584,100,5584,100,2007,2007.0
2178,2178,Butterfly on a Wheel,20,Butterfly,9,1107,65,9404,100,2007,2000.0
2179,2179,Persepolis,10,Persepolis,10,5739,100,5739,100,2007,2007.0
2180,2180,Blonde Ambition,15,Blonde Ambition,15,6130,100,6130,100,2007,2007.0
2181,2181,Walk Hard: The Dewey Cox Story,30,The Walk,8,5668,100,654,100,2007,2015.0
2182,2182,P.S. I Love You,15,P.S. I Love You,15,5600,100,5600,100,2007,2007.0
2183,2183,Charlie Wilson's War,20,Charlie Wilson's War,20,5593,100,5593,100,2007,2007.0
2184,2184,Alvin and the Chipmunks,23,Alvin and the Chipmunks: The Road Chip,38,5562,100,562,100,2007,2015.0
2185,2185,I am Legend,11,Legend,6,5559,91,714,100,2007,2015.0
2186,2186,Goodbye Bafana,14,Goodbye Solo,12,1494,67,4632,74,2007,2009.0
2187,2187,The Kite Runner,15,Runner Runner,13,5675,100,2044,100,2007,2013.0
2188,2188,Shotgun Stories,15,Shotgun Stories,15,5986,100,5986,100,2007,2007.0
2189,2189,High School Musical 2,21,High School,11,4978,73,2957,100,2007,2012.0
2190,2190,Atonement,9,Atonement,9,5603,100,5603,100,2007,2007.0
2191,2191,Timber Falls,12,The Fall,8,5141,70,5141,70,2007,2008.0
2192,2192,Juno,4,Juno,4,5568,100,5568,100,2007,2007.0
2193,2193,The Golden Compass,18,The Golden Compass,18,5592,100,5592,100,2007,2007.0
2194,2194,Le Scaphandre et le Papillon,28,Le Papillon,11,8190,56,8190,100,2007,2003.0
2195,2195,Awake,5,Awake: The Life of Yogananda,28,5682,100,1422,100,2007,2014.0
2196,2196,Maurice Richard,15,Maurice,7,13075,64,13075,100,2007,1987.0
2197,2197,The Savages,11,The Savages,11,5722,100,5722,100,2007,2007.0
2198,2198,This Christmas,14,This Christmas,14,5607,100,5607,100,2007,2007.0
2199,2199,Hitman,6,Hitman: Agent 47,16,5621,100,624,100,2007,2015.0
2200,2200,The Mist,8,The Mist,8,5647,100,5647,100,2007,2007.0
2201,2201,I'm Not There,13,I'm Not There,13,5742,100,5742,100,2007,2007.0
2202,2202,Enchanted,9,Arabian Nights: Volume 3 - The Enchanted One,44,5573,100,1173,100,2007,2015.0
2203,2203,August Rush,11,August,6,5637,100,5462,100,2007,2008.0
2204,2204,Redacted,8,Redacted,8,5958,100,5958,100,2007,2007.0
2205,2205,Beowulf,7,Beowulf,7,5586,100,5586,100,2007,2007.0
2206,2206,Love in the Time of Cholera,27,In Time,7,5733,100,3367,100,2007,2011.0
2207,2207,Southland Tales,15,Southland Tales,15,5849,100,5849,100,2007,2007.0
2208,2208,No Country for Old Men,22,No Country for Old Men,22,5589,100,5589,100,2007,2007.0
2209,2209,Lions for Lambs,15,Lions for Lambs,15,5680,100,5680,100,2007,2007.0
2210,2210,Holly,5,Holly,5,5888,100,5888,100,2007,2007.0
2211,2211,The Martian Child,17,The Martian,11,5712,87,535,100,2007,2015.0
2212,2212,American Gangster,17,American Gangster,17,5572,100,5572,100,2007,2007.0
2213,2213,Bee Movie,9,Bee Movie,9,5574,100,5574,100,2007,2007.0
2214,2214,Saw IV,6,Saw IV,6,5594,100,5594,100,2007,2007.0
2215,2215,Bella,5,Bella,5,5710,100,5710,100,2007,2007.0
2216,2216,The Man From Earth,18,The Man,7,4119,74,6944,100,2007,2005.0
2217,2217,The Ten Commandments,20,The Ten Commandments (2007),27,5796,85,5796,100,2007,2007.0
2218,2218,"Gone, Baby, Gone",16,Gone,4,5661,93,2753,100,2007,2012.0
2219,2219,Out of the Blue,15,Out of the Clear Blue Sky,25,6167,100,2456,100,2007,2013.0
2220,2220,30 Days of Night,16,30 Days of Night,16,5622,100,5622,100,2007,2007.0
2221,2221,Arnolds Park,12,Arnold's Park,13,6026,96,6026,96,2007,2007.0
2222,2222,Things We Lost in the Fire,26,Things We Lost in the Fire,26,5753,100,5753,100,2007,2007.0
2223,2223,Wristcutters: A Love Story,26,Wristcutters: A Love Story,26,5827,100,5827,100,2007,2007.0
2224,2224,Rendition,9,Rendition,9,5701,100,5701,100,2007,2007.0
2225,2225,Lars and the Real Girl,22,Lars and the Real Girl,22,5724,100,5724,100,2007,2007.0
2226,2226,Why Did I Get Married?,22,Tyler Perry's Why Did I Get Married Too?,40,5598,76,3944,100,2007,2010.0
2227,2227,We Own the Night,16,We Own the Night,16,5641,100,5641,100,2007,2007.0
2228,2228,Elizabeth: The Golden Age,25,Elizabeth: The Golden Age,25,5674,100,5674,100,2007,2007.0
2229,2229,Control,7,Creative Control,16,5803,100,295,100,2007,2016.0
2230,2230,The Good Night,14,Good,4,6035,100,5411,100,2007,2008.0
2231,2231,Finishing the Game,18,Finishing the Game,18,5968,100,5968,100,2007,2007.0
2232,2232,Michael Clayton,15,Michael Clayton,15,5608,100,5608,100,2007,2007.0
2233,2233,Lake of Fire,12,Lake of Fire,12,6021,100,6021,100,2007,2007.0
2234,2234,Trade,5,Skin Trade,10,5872,100,1216,100,2007,2015.0
2235,2235,Se jie,6,Detective Chinatown (Tang ren jie tan an),41,5095,67,193,67,2007,2016.0
2236,2236,The Kingdom,11,Indiana Jones and the Kingdom of the Crystal Skull,50,5611,100,4948,100,2007,2008.0
2237,2237,The Game Plan,13,The Game Plan,13,5585,100,5585,100,2007,2007.0
2238,2238,Good Luck Chuck,15,Luck,4,5631,100,4720,100,2007,2009.0
2239,2239,Resident Evil: Extinction,25,Resident Evil: Extinction,25,5604,100,5604,100,2007,2007.0
2240,2240,The Assassination of Jesse James by the Coward Robert Ford,58,The Assassination of Jesse James by the Coward Robert Ford,58,5745,100,5745,100,2007,2007.0
2241,2241,Into the Wild,13,Into the Wild,13,5667,100,5667,100,2007,2007.0
2242,2242,Sydney White,12,Sydney White,12,5692,100,5692,100,2007,2007.0
2243,2243,In the Valley of Elah,21,In the Valley of Elah,21,5721,100,5721,100,2007,2007.0
2244,2244,Ira and Abby,12,Ira & Abby,10,5867,82,5867,100,2007,2007.0
2245,2245,Eastern Promises,16,Eastern Promises,16,5671,100,5671,100,2007,2007.0
2246,2246,D-War,5,WAR,3,4860,67,5655,100,2007,2007.0
2247,2247,Across the Universe,19,Across the Universe,19,5651,100,5651,100,2007,2007.0
2248,2248,Romance and Cigarettes,22,Romance and Cigarettes,22,5820,100,5820,100,2007,2007.0
2249,2249,In the Shadow of the Moon,25,Moon,4,5783,100,4585,100,2007,2009.0
2250,2250,Hatchet,7,Hatchet 2,9,5884,100,4264,100,2007,2010.0
2251,2251,The Hunting Party,17,The Hunting Party,17,5794,100,5794,100,2007,2007.0
2252,2252,The Brothers Solomon,20,Brothers,8,5797,100,4521,100,2007,2009.0
2253,2253,I Want Someone To Eat Cheese With,33,I Want Someone to Eat Cheese With,33,5879,97,5879,100,2007,2007.0
2254,2254,The Death and Life of Bobby Z,29,Bobby,5,5022,62,6338,100,2007,2006.0
2255,2255,3:10 to Yuma,12,3:10 to Yuma (2007),19,5601,77,5601,100,2007,2007.0
2256,2256,Halloween,9,Halloween II (2009),19,12517,90,4508,100,2007,2009.0
2257,2257,Death Sentence,14,Death Sentence,14,5702,100,5702,100,2007,2007.0
2258,2258,Fong juk,8,Go for Zucker,13,8012,56,7146,57,2007,2005.0
2259,2259,Resurrecting the Champ,22,Resurrecting the Champ,22,5754,100,5754,100,2007,2007.0
2260,2260,Eye of the Dolphin,18,The Eye,7,5948,100,5039,100,2007,2008.0
2261,2261,Mr. Bean's Holiday,18,Mr. Bean's Holiday,18,5632,100,5632,100,2007,2007.0
2262,2262,September Dawn,14,September Dawn,14,5788,100,5788,100,2007,2007.0
2263,2263,War,3,Captain America: Civil War,26,159,75,1,100,2007,2016.0
2264,2264,The Last Legion,15,The Last Legion,15,5725,100,5725,100,2007,2007.0
2265,2265,The Invasion,12,The Invasion,12,5679,100,5679,100,2007,2007.0
2266,2266,Death at a Funeral,18,Death at a Funeral (2010),25,3963,84,3963,100,2007,2010.0
2267,2267,Superbad,8,Superbad,8,5575,100,5575,100,2007,2007.0
2268,2268,Rush Hour 3,11,Rush Hour 3,11,5569,100,5569,100,2007,2007.0
2269,2269,Stardust,8,Stardust,8,5624,100,5624,100,2007,2007.0
2270,2270,Daddy Day Camp,14,Daddy Day Camp,14,5687,100,5687,100,2007,2007.0
2271,2271,"Gandhi, My Father",17,Gandhi My Father,16,5859,97,5859,100,2007,2007.0
2272,2272,Becoming Jane,13,Becoming Jane,13,5666,100,5666,100,2007,2007.0
2273,2273,The Ten,7,The Ten Commandments (2007),27,5808,100,5796,100,2007,2007.0
2274,2274,The Bourne Ultimatum,20,The Bourne Ultimatum,20,5560,100,5560,100,2007,2007.0
2275,2275,Hot Rod,7,Hot Rod,7,5683,100,5683,100,2007,2007.0
2276,2276,Who's Your Caddy?,17,Who's Your Caddy?,17,5729,100,5729,100,2007,2007.0
2277,2277,The Simpsons Movie,18,The Simpsons Movie,18,5565,100,5565,100,2007,2007.0
2278,2278,No Reservations,15,No Reservations,15,5615,100,5615,100,2007,2007.0
2279,2279,No End In Sight,15,No End in Sight,15,5775,93,5775,100,2007,2007.0
2280,2280,Molière,7,Moliere,7,5819,86,5819,92,2007,2007.0
2281,2281,This is England,15,This Is England,15,5839,93,5839,100,2007,2007.0
2282,2282,I Now Pronounce You Chuck and Larry,35,I Now Pronounce You Chuck and Larry,35,5576,100,5576,100,2007,2007.0
2283,2283,Hairspray,9,Hairspray (2007),16,5577,72,5577,100,2007,2007.0
2284,2284,Sunshine,8,Sunshine Superman,17,5747,100,927,100,2007,2015.0
2285,2285,Cama adentro,12,Ant-Man,7,456,65,541,63,2007,2015.0
2286,2286,Harry Potter and the Order of the Phoenix,41,Harry Potter and the Order of the Phoenix,41,5558,100,5558,100,2007,2007.0
2287,2287,Rockaway,8,Rocky V,7,12247,67,12247,67,2007,1990.0
2288,2288,Rescue Dawn,11,Rescue Dawn,11,5731,100,5731,100,2007,2007.0
2289,2289,License to Wed,14,License to Wed,14,5613,100,5613,100,2007,2007.0
2290,2290,Transformers,12,Transformers: Age of Extinction,31,5556,100,1236,100,2007,2014.0
2291,2291,Chacun sa nuit,14,Night Catches Us,16,10819,56,4240,60,2007,2010.0
2292,2292,Ratatouille,11,Ratatouille,11,5564,100,5564,100,2007,2007.0
2293,2293,Live Free or Die Hard,21,Live Free or Die Hard,21,5570,100,5570,100,2007,2007.0
2294,2294,You Kill Me,11,You Kill Me,11,5762,100,5762,100,2007,2007.0
2295,2295,Sicko,5,Sicko,5,5650,100,5650,100,2007,2007.0
2296,2296,Evan Almighty,13,Evan Almighty,13,5581,100,5581,100,2007,2007.0
2297,2297,A Mighty Heart,14,A Mighty Heart,14,5705,100,5705,100,2007,2007.0
2298,2298,1408,4,1408,4,5591,100,5591,100,2007,2007.0
2299,2299,Fido,4,Fido,4,5842,100,5842,100,2007,2007.0
2300,2300,Nancy Drew,10,Nancy Drew,10,5646,100,5646,100,2007,2007.0
2301,2301,DOA: Dead or Alive,18,DOA: Dead or Alive,18,5824,100,5824,100,2007,2007.0
2302,2302,Pierrot le fou,14,Pierrot le fou (2015 re-issue),30,1000,64,1000,100,2007,2015.0
2303,2303,Fantastic Four: Rise of the Silver Surfer,41,Fantastic Four,14,5571,100,580,100,2007,2015.0
2304,2304,The Trials of Darryl Hunt,25,The Hunt,8,6174,100,2160,100,2007,2013.0
2305,2305,La Môme,7,La Boheme,9,4777,62,4777,67,2007,2009.0
2306,2306,Hostel: Part II,15,Hostel Part II,14,5670,97,5670,100,2007,2007.0
2307,2307,Ocean's Thirteen,16,Ocean's Thirteen,16,5579,100,5579,100,2007,2007.0
2308,2308,Surf's Up,9,Up,2,5596,100,4429,100,2007,2009.0
2309,2309,And Then Came Love,18,And Then Came Love,18,6071,100,6071,100,2007,2007.0
2310,2310,Knocked Up,10,Up,2,5567,100,4429,100,2007,2009.0
2311,2311,Gracie,6,Gracie,6,5757,100,5757,100,2007,2007.0
2312,2312,Bug,3,Bug,3,5719,100,5719,100,2007,2007.0
2313,2313,Pirates of the Caribbean: At World's End,40,The Pirates,11,5557,100,1493,100,2007,2014.0
2314,2314,Severance,9,Severance,9,5903,100,5903,100,2007,2007.0
2315,2315,The Wendell Baker Story,23,The Wendell Baker Story,23,5908,100,5908,100,2007,2007.0
2316,2316,Shrek the Third,15,Shrek the Third,15,5555,100,5555,100,2007,2007.0
2317,2317,Once,4,Once I Was a Beehive,20,5703,100,763,100,2007,2015.0
2318,2318,Georgia Rule,12,Georgia Rule,12,5664,100,5664,100,2007,2007.0
2319,2319,28 Weeks Later,14,28 Weeks Later,14,5640,100,5640,100,2007,2007.0
2320,2320,Brooklyn Rules,14,Brooklyn,8,5825,100,597,100,2007,2015.0
2321,2321,The Salon,9,The Salon,9,5901,100,5901,100,2007,2007.0
2322,2322,Spider-Man 3,12,Spider-Man 3,12,5554,100,5554,100,2007,2007.0
2323,2323,Lucky You,9,Lucky You,9,5728,100,5728,100,2007,2007.0
2324,2324,"Paris, je t'aime",16,Paris,5,5732,100,4622,100,2007,2009.0
2325,2325,Waitress,8,Waitress,8,5665,100,5665,100,2007,2007.0
2326,2326,Jindabyne,9,Jindabyne,9,5833,100,5833,100,2007,2007.0
2327,2327,Ta Ra Rum Pum,13,Ta Ra Rum Pum,13,5802,100,5802,100,2007,2007.0
2328,2328,Hot Fuzz,8,Hot Fuzz,8,5654,100,5654,100,2007,2007.0
2329,2329,In the Land of Women,20,The Land,8,5694,100,329,100,2007,2016.0
2330,2330,Slow Burn,9,Burn,4,5779,100,2837,100,2007,2012.0
2331,2331,Aqua Teen Hunger Force Colon Movie Film for Theaters,52,Aqua Teen Hunger Force Colon Movie Film for Theaters,52,5730,100,5730,100,2007,2007.0
2332,2332,Disturbia,9,Disturbia,9,5588,100,5588,100,2007,2007.0
2333,2333,Grindhouse,10,American Grindhouse,19,5649,100,4388,100,2007,2010.0
2334,2334,The Hoax,8,The Hoax,8,5715,100,5715,100,2007,2007.0
2335,2335,Zwartboek,9,Warlock,7,4122,57,12071,62,2007,1991.0
2336,2336,The Reaping,11,The Reaping,11,5648,100,5648,100,2007,2007.0
2337,2337,Blades of Glory,15,Blades of Glory,15,5578,100,5578,100,2007,2007.0
2338,2338,Journey from the Fall,21,The Fall,8,5818,100,5141,100,2007,2008.0
2339,2339,TMNT,4,TMNT,4,5599,100,5599,100,2007,2007.0
2340,2340,Namastey London,15,Namastey London,15,5781,100,5781,100,2007,2007.0
2341,2341,Reign Over Me,13,Reign Over Me,13,5662,100,5662,100,2007,2007.0
2342,2342,The Hills Have Eyes II,22,The Hills Have Eyes,19,5658,93,6258,100,2007,2006.0
2343,2343,Shooter,7,Shooter,7,5612,100,5612,100,2007,2007.0
2344,2344,I Think I Love My Wife,22,I Think I Love My Wife,22,5689,100,5689,100,2007,2007.0
2345,2345,The Wind That Shakes the Barley,31,The Wind That Shakes the Barley,31,5769,100,5769,100,2007,2007.0
2346,2346,Premonition,11,Premonition,11,5609,100,5609,100,2007,2007.0
2347,2347,Nomad,5,Nomad (The Warrior),19,13316,91,5944,100,2007,2007.0
2348,2348,Sublime,7,Souldier,8,1919,67,1919,67,2007,2014.0
2349,2349,Gwoemul,7,Gone,4,2753,55,2753,55,2007,2012.0
2350,2350,300,3,300: Rise of An Empire,22,5563,100,1258,100,2007,2014.0
2351,2351,The Namesake,12,The Namesake,12,5685,100,5685,100,2007,2007.0
2352,2352,The Ultimate Gift,17,The Ultimate Gift,17,5752,100,5752,100,2007,2007.0
2353,2353,Black Snake Moan,16,Black Snake Moan,16,5704,100,5704,100,2007,2007.0
2354,2354,Zodiac,6,Zodiac,6,5634,100,5634,100,2007,2007.0
2355,2355,Wild Hogs,9,Wild Hogs,9,5566,100,5566,100,2007,2007.0
2356,2356,Reno 911!: Miami,16,Reno 911!: Miami,16,5660,100,5660,100,2007,2007.0
2357,2357,The Number 23,13,The Number 23,13,5630,100,5630,100,2007,2007.0
2358,2358,The Astronaut Farmer,20,The Astronaut Farmer,20,5695,100,5695,100,2007,2007.0
2359,2359,Ghost Rider,11,Ghost Rider: Spirit of Vengeance,32,5580,100,2684,100,2007,2012.0
2360,2360,Bridge to Terabithia,20,Bridge to Terabithia,20,5587,100,5587,100,2007,2007.0
2361,2361,Music and Lyrics,16,Music and Lyrics,16,5605,100,5605,100,2007,2007.0
2362,2362,The Last Sin Eater,18,The Last Sin Eater,18,5835,100,5835,100,2007,2007.0
2363,2363,Hannibal Rising,15,Hannibal Rising,15,5643,100,5643,100,2007,2007.0
2364,2364,Das Leben der Anderen,21,Clear and Present Danger,24,7770,57,11225,62,2007,1994.0
2365,2365,The Messengers,14,The Messengers,14,5629,100,5629,100,2007,2007.0
2366,2366,Partition,9,Reparation,10,937,70,411,74,2007,2016.0
2367,2367,Because I Said So,17,Because I Said So,17,5616,100,5616,100,2007,2007.0
2368,2368,Farce of the Penguins,21,March of the Penguins,21,6819,90,6819,90,2007,2005.0
2369,2369,Smokin' Aces,12,Smokin' Aces,12,5628,100,5628,100,2007,2007.0
2370,2370,Epic Movie,10,Epic,4,5620,100,1962,100,2007,2013.0
2371,2371,Blood and Chocolate,19,Chocolate,9,5750,100,4871,100,2007,2009.0
2372,2372,Alone with Her,14,Alone with Her,14,6089,100,6089,100,2007,2007.0
2373,2373,Stomp the Yard,14,Stomp the Yard,14,5595,100,5595,100,2007,2007.0
2374,2374,Happily N'Ever After,20,After,5,5676,100,3761,100,2007,2011.0
2375,2375,Thr3e,5,Thr3e,5,5792,100,5792,100,2007,2007.0
2376,2376,Code Name: The Cleaner,22,Code Name: The Cleaner,22,5708,100,5708,100,2007,2007.0
