,ReleaseDate,mvName,ProdBudget,DGross,WwGross
981,1998-12-25,Stepmom,50000000,91137662,159745279
982,2013-08-09,Disney Planes,50000000,90282580,238059569
983,2006-03-10,Failure to Launch,50000000,88715192,128402901
984,2006-03-24,Inside Man,50000000,88634237,185798265
985,2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328
986,1999-02-05,Payback,50000000,81526121,161626121
987,1995-06-09,Congo,50000000,81022333,152022333
988,2009-03-20,Knowing,50000000,79957634,186450317
989,2005-03-18,The Ring Two,50000000,75941727,161941727
990,2011-11-26,We Bought a Zoo,50000000,75624550,118729073
991,2011-09-23,Moneyball,50000000,75605492,111300835
992,2004-06-11,Garfield,50000000,75367693,208094550
993,2004-11-24,Christmas with the Kranks,50000000,73701902,96469187
994,2006-03-17,V for Vendetta,50000000,70511035,130214162
995,1995-03-10,Outbreak,50000000,67823573,67823573
996,2009-03-13,Race to Witch Mountain,50000000,67172594,105103783
997,2004-09-24,The Forgotten,50000000,66711892,117211892
998,2005-06-22,Herbie: Fully Loaded,50000000,66010682,144110682
999,2003-02-07,Shanghai Knights,50000000,60470220,88316835
1000,2014-07-18,Planes: Fire and Rescue,50000000,59157732,156399644
1001,2006-02-10,Curious George,50000000,58640119,71052604
1002,2012-04-06,American Reunion,50000000,56758835,236799211
1003,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716
1004,2011-02-18,I am Number Four,50000000,55100437,146195159
1005,2001-09-28,Don’t Say a Word,50000000,54997476,104488383
1006,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,68053219
1007,2002-05-08,Unfaithful,50000000,52752475,119114494
1008,2005-11-23,Syriana,50000000,50824620,92690959
1009,2004-09-10,Resident Evil: Apocalypse,50000000,50740078,125168734
1010,2014-10-17,The Book of Life,50000000,50151543,97651543
1011,1997-02-14,Absolute Power,50000000,50068310,50068310
1012,2006-02-10,Firewall,50000000,48751189,82751189
1013,1997-09-12,The Game,50000000,48265581,80369970
1014,1997-08-22,G.I. Jane,50000000,48169156,48169156
1015,2014-08-08,Into the Storm,50000000,47602194,156602194
1016,2014-10-10,The Judge,50000000,47119388,76119388
1017,2006-04-21,Silent Hill,50000000,46982632,94704227
1018,2000-08-11,The Replacements,50000000,44737059,50054511
1019,1998-07-29,The Negotiator,50000000,44705766,49105766
1020,2016-08-19,War Dogs,50000000,42641982,76941982
1021,1994-05-25,Beverly Hills Cop III,50000000,42586861,119180938
1022,1990-06-15,Gremlins 2: The New Batch,50000000,41476097,41476097
1023,1997-09-26,The Peacemaker,50000000,41263140,62967368
1024,2003-10-03,Out of Time,50000000,41083108,55489826
1025,2004-11-12,Bridget Jones: The Edge Of Reason,50000000,40203020,263894551
1026,2000-02-11,The Beach,50000000,39778599,39778599
1027,2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966
1028,1994-02-18,On Deadly Ground,50000000,38590458,38590458
1029,2009-11-25,Ninja Assassin,50000000,38122883,62209892
1030,2004-05-28,Raising Helen,50000000,37485528,43340302
1031,2016-05-20,The Nice Guys,50000000,36261763,57261763
1032,1999-09-17,For Love of the Game,50000000,35188640,46112640
1033,1998-12-11,Jack Frost,50000000,34645374,34645374
1034,2010-06-04,Marmaduke,50000000,33644788,84023611
1035,1996-06-28,Striptease,50000000,33109743,113309743
1036,2010-10-15,Hereafter,50000000,32746941,105246941
1037,2002-04-19,Murder by Numbers,50000000,31874869,56643267
1038,1995-10-06,Assassins,50000000,30306268,83306268
1039,2016-02-12,Zoolander 2,50000000,28848693,55348693
1040,2008-12-31,Defiance,50000000,28644813,52987754
1041,2007-02-09,Hannibal Rising,50000000,27669725,80583311
1042,1999-10-15,The Story of Us,50000000,27100030,27100030
1043,2013-03-29,The Host,50000000,26623701,64477051
1044,2003-03-28,Basic,50000000,26599248,42598498
1045,2015-03-13,Run All Night,50000000,26461644,66961644
1046,2002-08-09,Blood Work,50000000,26199517,26199517
1047,2009-02-13,The International,50000000,25450527,53850527
1048,1996-08-09,Escape from L.A.,50000000,25426861,25426861
1049,2004-02-27,Twisted,50000000,25195050,40119848
1050,2004-12-10,The Life Aquatic with Steve Zissou,50000000,24006726,34806726
1051,1999-08-04,The Iron Giant,50000000,23159305,31333917
1052,2011-04-08,Your Highness,50000000,21596445,26121638
1053,2011-09-30,Dream House,50000000,21302340,41642166
1054,2016-06-24,Free State of Jones,50000000,20810036,21981309
1055,2009-09-04,Gamer,50000000,20534907,42002029
1056,2005-02-25,Man of the House,50000000,19699706,22099706
1057,2003-02-21,The Life of David Gale,50000000,19694635,28920188
1058,2013-02-14,Beautiful Creatures,50000000,19452138,60282876
1059,2005-09-30,Into the Blue,50000000,18782227,41982227
1060,2016-09-16,Snowden,50000000,18729637,20289817
1061,2007-09-14,Eastern Promises,50000000,17181265,56077088
1062,1994-07-01,Baby's Day Out,50000000,16581575,16581575
1063,1999-11-12,The Messenger: The Story of Joan of Arc,50000000,14271297,14271297
1064,1995-11-03,Fair Game,50000000,11497497,26097497
1065,2011-02-25,Drive Angry,50000000,10721033,41042583
1066,1997-11-07,Mad City,50000000,10561038,10561038
1067,1995-10-13,The Scarlet Letter,50000000,10359006,10359006
1068,2005-10-14,Domino,50000000,10169202,22969202
1069,1995-10-13,Jade,50000000,9812870,9812870
1070,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000,9135036,12335036
1071,2002-03-29,Death to Smoochy,50000000,8355815,8374062
1072,2009-11-13,The Boat That Rocked,50000000,8017467,37472651
1073,2004-01-30,The Big Bounce,50000000,6471394,6626115
1074,2000-03-03,What Planet Are You From?,50000000,6291602,6291602
1075,2015-04-17,Child 44,50000000,1224330,3434330
1076,2009-01-23,Outlander,50000000,166003,1250617
1077,2013-03-15,Upside Down,50000000,102118,26387039
1078,2015-10-02,Shanghai,50000000,46425,11258055
1079,2020-12-31,Hannibal the Conqueror,50000000,0,0
1080,2016-11-11,Arrival,50000000,0,0
1081,2001-11-02,The One,49000000,43905746,72689126
1082,2015-03-06,Chappie,49000000,31569268,105002056
1083,1990-07-11,The Adventures of Ford Fairlane,49000000,20423389,20423389
1084,2012-11-16,Anna Karenina,49000000,12816367,71004627
1085,1989-05-24,Indiana Jones and the Last Crusade,48000000,197171806,474171806
1086,2002-10-18,The Ring,48000000,129094024,248218486
1087,2000-12-27,Traffic,48000000,124107476,208300000
1088,2002-03-29,Panic Room,48000000,95308367,196308367
1089,2015-01-09,Taken 3,48000000,89256424,327656424
1090,1999-08-06,The Thomas Crown Affair,48000000,69304264,124304264
1091,1999-11-05,The Bone Collector,48000000,66488090,151463090
1092,1999-10-01,Three Kings,48000000,60652036,107752036
1093,2010-01-22,The Tooth Fairy,48000000,60022256,112610386
1094,2001-08-17,Rat Race,48000000,56607223,86607223
1095,2007-09-02,3:10 to Yuma,48000000,53606916,71171825
1096,2001-08-13,K-PAX,48000000,50315140,50315140
1097,2001-12-25,Kate and Leopold,48000000,47095453,70937778
1098,2000-10-20,Bedazzled,48000000,37879996,90376224
1099,1998-06-26,Out of Sight,48000000,37562568,77562568
1100,1984-12-14,The Cotton Club,48000000,25928721,25928721
1101,2008-01-25,Rambo,47500000,42754105,112214531
1102,2016-07-13,The Infiltrator,47500000,15431420,17515844
1103,1990-06-15,Dick Tracy,47000000,103738726,162738726
1104,1996-06-14,The Cable Guy,47000000,60240295,102825796
1105,2009-04-22,Earth,47000000,32011576,116773317
1106,2001-10-19,Riding in Cars with Boys,47000000,29781453,29781453
1107,2007-01-05,Happily N'Ever After,47000000,15849032,37923818
1108,2002-11-27,Solaris,47000000,14970038,14970038
1109,2010-06-18,Jonah Hex,47000000,10547117,11022696
1110,1996-02-23,Mary Reilly,47000000,5707094,12900000
1111,1997-06-20,My Best Friend's Wedding,46000000,126813153,298923419
1112,2001-07-20,America's Sweethearts,46000000,93607673,160648493
1113,1996-11-22,Star Trek: First Contact,46000000,92027888,150000000
1114,2002-05-24,Insomnia,46000000,67263182,113622499
1115,2013-09-20,Prisoners,46000000,61002302,113402302
1116,1996-07-12,Courage Under Fire,46000000,59003384,100833145
1117,1982-09-17,Inchon,46000000,4408636,4408636
1118,1997-03-21,Liar Liar,45000000,181410615,302710615
1119,1998-11-20,A Bug's Life,45000000,162798565,363095319
1120,2012-10-05,Taken 2,45000000,139854287,377807404
1121,1994-05-27,The Flintstones,45000000,130531208,358500000
1122,2003-10-24,Scary Movie 3,45000000,110000082,155200000
1123,2000-12-22,Miss Congeniality,45000000,106807667,213420951
1124,2008-07-11,Journey to the Center of the Earth,45000000,101704370,243180937
1125,1993-12-17,The Pelican Brief,45000000,100768056,187995859
1126,2004-08-11,The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435
1127,2007-12-25,The Bucket List,45000000,93466502,174810815
1128,1994-07-20,The Client,45000000,92115211,117615211
1129,2011-11-23,The Muppets,45000000,88625922,160971922
1130,1992-06-05,Patriot Games,45000000,83287363,178100000
1131,2005-05-13,Monster-in-Law,45000000,82931301,155931301
1132,2001-10-05,Training Day,45000000,76261036,104505362
1133,1999-12-24,Galaxy Quest,45000000,71423726,90523726
1134,2001-07-04,Scary Movie 2,45000000,71277420,141189101
1135,1998-08-21,Blade,45000000,70141876,131237688
1136,2005-01-14,Coach Carter,45000000,67264877,76665507
1137,2010-03-19,The Bounty Hunter,45000000,67061228,135808837
1138,2002-04-12,Changing Lanes,45000000,66790248,66790248
1139,1997-04-11,Anaconda,45000000,65598907,136998907
1140,2006-01-20,Underworld: Evolution,45000000,62318875,113417762
1141,2000-08-04,Coyote Ugly,45000000,60786269,113916474
1142,2003-11-07,Love Actually,45000000,59472278,247967903
1143,1996-08-09,Jack,45000000,58617334,58617334
1144,1994-10-07,The Specialist,45000000,57362581,57362581
1145,1996-08-16,Tin Cup,45000000,53854588,75854588
1146,2005-11-23,"Yours, Mine and Ours",45000000,53359917,72359917
1147,2005-05-13,Kicking and Screaming,45000000,52842724,55842724
1148,2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000,51019112,102746214
1149,2007-09-21,Resident Evil: Extinction,45000000,50648679,146162920
1150,2004-12-25,Fat Albert,45000000,48114556,48563556
1151,2012-07-06,Savages,45000000,47323100,80594860
1152,1994-09-30,The River Wild,45000000,46815000,94215000
1153,2014-05-23,Blended,45000000,46290741,127990741
1154,2006-01-13,Last Holiday,45000000,38399961,43343247
1155,2006-03-03,16 Blocks,45000000,36895141,65595141
1156,1995-07-14,The Indian in the Cupboard,45000000,35627222,35627222
1157,2004-09-10,Cellular,45000000,32003620,61475984
1158,2006-07-28,The Ant Bully,45000000,28142535,49610898
1159,2003-07-18,Johnny English,45000000,28013509,163126676
1160,1984-12-14,Dune,45000000,27447471,27447471
1161,2009-07-31,Aliens in the Attic,45000000,25200412,59551283
1162,2007-09-14,Across the Universe,45000000,24343673,29367143
1163,2008-12-26,Revolutionary Road,45000000,22911480,79564960
1164,2008-08-29,Babylon A.D.,45000000,22532572,70216497
1165,1994-11-04,Frankenstein,45000000,22006296,112006296
1166,1996-10-04,The Glimmer Man,45000000,20404841,36404841
1167,1996-07-17,Multiplicity,45000000,20133326,20133326
1168,2001-01-19,The Pledge,45000000,19719930,29406132
1169,2005-12-16,The Producers: The Movie Musical,45000000,19398532,32952995
1170,1996-06-07,The Phantom,45000000,17220599,17220599
1171,2005-07-01,Rebound,45000000,16809014,17492014
1172,2010-02-19,The Ghost Writer,45000000,15541549,65532491
1173,2000-12-22,All the Pretty Horses,45000000,15527125,18120267
1174,2008-09-05,Bangkok Dangerous,45000000,15298133,46598133
1175,1995-12-20,Nixon,45000000,13668249,34668249
1176,2012-09-21,Dredd,45000000,13414714,41467606
1177,2011-10-28,The Rum Diary,45000000,13109815,21544732
1178,1998-01-30,Deep Rising,45000000,11203026,11203026
1179,2011-10-21,Johnny English Reborn,45000000,8305970,164539660
1180,2008-09-26,Miracle at St. Anna,45000000,7916887,9676497
1181,2002-04-05,Big Trouble,45000000,7262288,8488871
1182,2006-12-21,Man cheng jin dai huang jin jia,45000000,6566773,75566773
1183,2007-11-16,Love in the Time of Cholera,45000000,4617608,31077418
1184,2002-12-25,Pinocchio,45000000,3681811,31681811
1185,1997-01-31,Shadow Conspiracy,45000000,2154540,2154540
1186,2012-12-31,Foodfight!,45000000,0,73706
1187,2012-10-12,Argo,44500000,136025503,227140757
1188,1993-08-06,The Fugitive,44000000,183875760,353715317
1189,1985-05-22,Rambo: First Blood Part II,44000000,150415432,300400000
1190,1996-10-18,Sleepers,44000000,53300852,165600852
1191,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084
1192,1996-02-02,The Juror,44000000,22730924,22730924
1193,2014-02-06,The Interview,44000000,6105175,12342632
1194,1980-11-19,Heaven's Gate,44000000,3484331,3484523
1195,2013-06-28,The Heat,43000000,159581587,229727774
1196,2000-12-19,Finding Forrester,43000000,51768623,80013623
1197,2000-04-14,28 Days,43000000,37035515,62063972
1198,2005-05-13,Danny the Dog,43000000,24537621,49037621
1199,2002-04-12,The Sweetest Thing,43000000,24430272,63078756
1200,2011-01-28,The Mechanic,42500000,29121498,76347393
1201,1993-06-30,The Firm,42000000,158340892,270340892
1202,2012-03-16,21 Jump Street,42000000,138447667,202812429
1203,1999-05-28,Notting Hill,42000000,116089678,363728226
1204,2000-06-21,Chicken Run,42000000,106793915,227793915
1205,2004-01-16,Along Came Polly,42000000,88073507,173044410
1206,1992-07-01,Boomerang,42000000,70052444,131052444
1207,2009-07-10,Brüno,42000000,60054530,130788243
1208,1963-06-12,Cleopatra,42000000,57000000,71000000
1209,2012-10-12,Here Comes the Boom,42000000,45290318,73239258
1210,2002-04-05,High Crimes,42000000,41543207,63781100
1211,1996-11-15,The Mirror Has Two Faces,42000000,41267469,41267469
1212,2011-03-11,Red Riding Hood,42000000,37662162,91678442
1213,2002-01-25,The Mothman Prophecies,42000000,35228696,56438555
1214,1989-07-14,Licence to Kill,42000000,34667015,156167015
1215,2012-01-27,One for the Money,42000000,26414527,36197221
1216,2001-03-09,15 Minutes,42000000,24375436,56331864
1217,2005-09-16,Lord of War,42000000,24149632,60437727
1218,1993-05-28,Super Mario Bros.,42000000,20844907,20844907
1219,1992-10-02,Hero,42000000,19487173,66787173
1220,2012-01-27,Man on a Ledge,42000000,18620000,45688337
1221,2010-12-03,The Warrior's Way,42000000,5666340,8514325
1222,1997-04-18,McHale's Navy,42000000,4408420,4408420
1223,2010-05-28,Micmacs,42000000,1259693,11756922
1224,2006-12-31,Les Bronzés 3: amis pour la vie,42000000,0,83833602
1225,2015-12-31,Pourquoi j'ai pas mangé mon père,42000000,0,182156
1226,2002-11-08,8 Mile,41000000,116724075,245769202
1227,2001-05-11,A Knight’s Tale,41000000,56083966,100622586
1228,2003-08-22,The Medallion,41000000,22108977,22108977
1229,2011-10-14,The Big Year,41000000,7204138,7684524
1230,1999-08-06,The Sixth Sense,40000000,293506292,672806292
1231,2005-07-15,The Wedding Crashers,40000000,209218368,283218368
1232,2010-06-11,The Karate Kid,40000000,176591618,351774938
1233,2015-02-13,Fifty Shades of Grey,40000000,166167230,570978470
1234,2009-06-19,The Proposal,40000000,163958031,314709717
1235,2013-12-13,American Hustle,40000000,150117807,257878294
1236,2003-12-25,Cheaper by the Dozen,40000000,138614544,189714544
1237,2014-07-25,Lucy,40000000,126573960,457507776
1238,2013-12-25,Lone Survivor,40000000,125095601,149804632
1239,1989-11-22,Back to the Future Part II,40000000,118450002,332000000
1240,1999-09-24,Double Jeopardy,40000000,116735231,177835231
1241,2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,167851995
1242,1996-07-24,A Time to Kill,40000000,108766007,152266007
1243,1992-07-01,A League of Their Own,40000000,107533925,132440066
1244,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311270008
1245,2010-10-01,The Social Network,40000000,96962694,224922135
1246,2013-04-12,42,40000000,95020213,97470701
1247,2009-08-07,Julie & Julia,40000000,94125426,126646119
1248,2009-02-06,He's Just Not That Into You,40000000,93953653,181053657
1249,2016-01-15,Ride Along 2,40000000,90862685,124246152
1250,2006-04-14,Scary Movie 4,40000000,90710620,178710620
1251,2015-03-27,Get Hard,40000000,90411453,106511453
1252,2000-02-04,Scream 3,40000000,89138076,161838076
1253,1990-05-24,Back to the Future Part III,40000000,88055283,244088654
1254,2014-11-14,Dumb and Dumber To,40000000,86208010,141208010
1255,2014-04-25,The Other Woman,40000000,83911193,195111193
1256,1992-11-13,Bram Stoker's Dracula,40000000,82522790,215862692
1257,2006-02-17,Eight Below,40000000,81612565,120612565
1258,1999-12-24,The Talented Mr. Ripley,40000000,81292135,128792135
1259,2015-09-25,The Intern,40000000,75764672,197232734
1260,1992-09-25,The Last of the Mohicans,40000000,75505856,75505856
1261,2004-10-29,Ray,40000000,75305995,124823094
1262,2005-04-01,Sin City,40000000,74103820,158527918
1263,2015-10-16,Bridge of Spies,40000000,72313754,161513754
1264,2008-02-22,Vantage Point,40000000,72266306,150886329
1265,2009-03-20,"I Love You, Man",40000000,71440011,91729503
1266,2001-11-09,Shallow Hal,40000000,70836296,70836296
1267,1991-12-20,JFK,40000000,70405498,205400000
1268,2006-01-27,Big Momma's House 2,40000000,70165972,137047376
1269,2001-03-02,The Mexican,40000000,66808615,145238250
1270,2009-08-28,The Final Destination,40000000,66477700,187384627
1271,2009-04-17,17 Again,40000000,64167069,139474906
1272,2011-02-18,Unknown,40000000,63686397,136123083
1273,2010-06-04,Get Him to the Greek,40000000,61153526,91455875
1274,2003-11-21,Gothika,40000000,59588068,141484812
1275,2001-11-30,Behind Enemy Lines,40000000,58855732,58855732
1276,2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086
1277,2004-10-15,Shall We Dance?,40000000,57887882,118097882
1278,2006-08-25,Invincible,40000000,57806952,58501127
1279,2013-02-15,Escape From Planet Earth,40000000,57012977,74156610
1280,1998-07-10,Small Soldiers,40000000,55143823,71743823
1281,1997-07-31,Spawn,40000000,54979992,87949859
1282,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357
1283,2002-01-25,The Count of Monte Cristo,40000000,54228104,75389090
1284,2006-10-20,The Prestige,40000000,53089891,104407366
1285,2006-06-16,The Lake House,40000000,52330111,114830111
1286,2010-07-09,Predators,40000000,52000688,127234389
1287,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159
1288,1987-07-31,The Living Daylights,40000000,51185000,191200000
1289,2006-12-08,Apocalypto,40000000,50866635,121032272
1290,2007-02-14,Music and Lyrics,40000000,50572589,146300356
1291,1986-06-18,Legal Eagles,40000000,49851591,49851591
1292,2004-03-12,Secret Window,40000000,47958031,92111551
1293,2005-08-12,The Skeleton Key,40000000,47907715,92256918
1294,2014-06-20,Jersey Boys,40000000,47047013,65282732
1295,2008-05-02,Made of Honor,40000000,46012734,106548738
1296,1997-11-21,The Rainmaker,40000000,45916769,45916769
1297,1992-02-07,Medicine Man,40000000,44948240,44948240
1298,1997-12-12,Amistad,40000000,44212592,58250151
1299,2014-05-30,A Million Ways to Die in The West,40000000,42720965,86760995
1300,2011-08-12,Final Destination 5,40000000,42587643,155011165
1301,2005-04-08,Fever Pitch,40000000,42071069,50071069
1302,2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,128884494
1303,2014-07-18,Sex Tape,40000000,38543473,126069509
1304,2011-04-15,Scream 4,40000000,38180928,95989590
1305,1994-12-21,Ri¢hie Ri¢h,40000000,38087756,38087756
1306,2000-08-11,Autumn in New York,40000000,37752931,90717684
1307,2011-03-18,Paul,40000000,37412945,101162106
1308,2012-12-19,The Guilt Trip,40000000,37134215,41294674
1309,2011-08-26,Colombiana,40000000,36665854,72295262
1310,1999-02-26,8MM,40000000,36443442,96398826
1311,2000-02-18,Hanging Up,40000000,36037909,51867723
1312,1991-03-01,The Doors,40000000,34416893,34416893
1313,1999-08-20,Mickey Blue Eyes,40000000,33864342,53864342
1314,2000-10-20,Pay it Forward,40000000,33508922,55696705
1315,2011-04-08,Arthur,40000000,33035397,47787943
1316,2008-03-21,Drillbit Taylor,40000000,32862104,49686263
1317,2011-12-25,Extremely Loud and Incredibly Close,40000000,31847881,55247881
1318,1994-07-01,The Shadow,40000000,31835600,31835600
1319,2010-11-10,Morning Glory,40000000,31011732,59795070
1320,2005-11-09,Get Rich or Die Tryin',40000000,30981850,46666955
1321,2000-08-25,The Art of War,40000000,30199105,30199105
1322,2013-12-25,Grudge Match,40000000,29807260,69807260
1323,2000-08-11,Bless the Child,40000000,29374178,40435694
1324,2005-11-23,Rent,40000000,29077547,31670620
1325,1999-04-02,The Out-of-Towners,40000000,28544120,28544120
1326,1996-08-23,The Island of Dr. Moreau,40000000,27682712,27682712
1327,2001-09-07,The Musketeer,40000000,27053815,27053815
1328,2008-02-29,The Other Boleyn Girl,40000000,26814957,78269970
1329,2001-02-16,Sweet November,40000000,25288103,65754228
1330,2007-04-05,The Reaping,40000000,25126214,62226214
1331,2011-01-07,Season of the Witch,40000000,24827228,91126600
1332,1994-06-03,Renaissance Man,40000000,24172899,24172899
1333,1998-05-15,Quest for Camelot,40000000,22772500,38172500
1334,2002-09-06,City by the Sea,40000000,22433915,22433915
1335,1999-01-15,At First Sight,40000000,22365133,22365133
1336,2004-01-16,Torque,40000000,21176322,46176322
1337,2009-11-13,The Fantastic Mr. Fox,40000000,21002919,47085064
1338,1995-09-22,Showgirls,40000000,20350754,37750754
1339,1996-02-16,City Hall,40000000,20278055,20278055
1340,2012-02-03,Big Miracle,40000000,20157300,25693998
1341,2012-12-21,The Impossible,40000000,19019882,169590606
1342,2012-03-09,A Thousand Words,40000000,18450127,20790486
1343,2006-10-20,Marie Antoinette,40000000,15962471,60862471
1344,2000-10-06,Get Carter,40000000,14967182,19417182
1345,1995-04-21,Kiss of Death,40000000,14942422,14942422
1346,2002-04-26,"Life, or Something Like It",40000000,14448589,14448589
1347,1987-05-15,Ishtar,40000000,14375181,14375181
1348,1992-02-28,Memoirs of an Invisible Man,40000000,14358033,14358033
1349,2009-10-23,Amelia,40000000,14279575,19756077
1350,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957
1351,2004-05-07,New York Minute,40000000,14018364,21215882
1352,1999-03-12,The Deep End of the Ocean,40000000,13508635,13508635
1353,2004-11-05,Alfie,40000000,13395939,35195939
1354,2002-08-30,FearDotCom,40000000,13208023,13208023
1355,2008-11-07,Soul Men,40000000,12082391,12345883
1356,2015-03-20,The Gunman,40000000,10664749,13644292
1357,1999-08-20,Universal Soldier II: The Return,40000000,10447421,10717421
1358,2009-09-25,Pandorum,40000000,10330853,17033431
1359,2003-09-26,Duplex,40000000,9652000,10070651
1360,2013-08-16,Paranoia,40000000,7388654,16173593
1361,1980-08-01,Raise the Titanic,40000000,7000000,7000000
1362,2015-07-10,Baahubali: The Beginning,40000000,6738000,26738000
1363,2002-01-04,Impostor,40000000,6114237,7974607
1364,2015-11-25,Victor Frankenstein,40000000,5775076,33175076
1365,2002-11-27,Extreme Ops,40000000,4835968,12624471
1366,2001-04-06,Just Visiting,40000000,4777007,16172200
1367,2014-06-27,Snowpiercer,40000000,4563029,88069880
1368,2007-07-20,Sunshine,40000000,3688560,32030610
1369,1994-03-11,The Hudsucker Proxy,40000000,2816518,14938149
1370,1986-07-01,Pirates,40000000,1641825,6341825
1371,2008-12-12,Delgo,40000000,915840,915840
1372,2007-09-07,The Hunting Party,40000000,876671,7729552
1373,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,659210,20722450
1374,2009-11-20,Red Cliff,40000000,627047,119627047
1375,2004-09-24,The Last Shot,40000000,463730,463730
1376,2010-04-02,The Warlords,40000000,129078,38899792
1377,2007-03-16,Nomad,40000000,79123,79123
1378,2013-04-16,Un monstre à Paris,40000000,0,27000381
1379,2014-12-31,Dragon Nest Warriors' Dawn,40000000,0,155403
1380,2015-12-31,The Crow,40000000,0,0
1381,2009-08-14,The Time Traveler's Wife,39000000,63414846,102332135
1382,1983-06-17,Superman III,39000000,59950623,59950623
1383,2007-02-02,Because I Said So,39000000,42674040,69538833
1384,2012-10-05,Frankenweenie,39000000,35287788,81150788
1385,1996-03-29,Sgt. Bilko,39000000,30356589,37956589
1386,2005-09-30,Serenity,39000000,25514517,40319440
1387,2004-02-20,Against the Ropes,39000000,5881504,6429865
1388,2013-08-23,Yi dai zong shi,38600000,6594959,57987299
1389,2001-06-22,The Fast and the Furious,38000000,144512310,206512310
1390,2002-09-27,Sweet Home Alabama,38000000,127214072,182365114
1391,2009-07-24,The Ugly Truth,38000000,88915214,205298907
1392,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
1393,1994-11-18,Star Trek: Generations,38000000,75671262,120000000
1394,2015-04-17,Paul Blart: Mall Cop 2,38000000,71038190,107597242
1395,1997-12-19,Mouse Hunt,38000000,61894591,61894591
1396,2011-04-22,Water for Elephants,38000000,58709717,116809717
1397,2010-10-08,Life as We Know It,38000000,53374681,105887837
1398,1999-12-29,The Hurricane,38000000,50699241,73956241
1399,2013-09-06,Riddick,38000000,42025135,94763758
1400,2001-03-23,Heartbreakers,38000000,40334024,57753825
1401,2002-05-24,Enough,38000000,39177215,50970660
1402,2016-01-22,The 5th Wave,38000000,34912982,110678636
1403,2009-02-06,Push,38000000,31811527,44411527
1404,2013-09-20,Rush,38000000,26947624,98230839
1405,2001-05-18,Angel Eyes,38000000,24044532,29544532
1406,2001-12-21,Joe Somebody,38000000,22770864,24515990
1407,2000-03-10,The Ninth Gate,38000000,18653746,58394308
1408,1996-09-27,Extreme Measures,38000000,17378193,17378193
1409,2001-09-07,Rock Star,38000000,16991902,19317765
1410,2011-10-14,The Thing,38000000,16928670,27501814
1411,1996-02-02,White Squall,38000000,10229300,10229300
1412,2008-10-10,City of Ember,38000000,7871693,17830244
1413,1997-10-31,Switchback,38000000,6504442,6504442
1414,2001-11-30,Texas Rangers,38000000,623374,623374
1415,2008-08-26,Virgin Territory,38000000,0,5473041
1416,2012-05-18,What to Expect When You're Expecting,37500000,41152203,120925697
1417,2012-09-14,The Master,37500000,16247159,58792011
1418,2008-10-04,The Express,37500000,9793406,9813309
1419,2008-11-21,Twilight,37000000,192769854,402280159
1420,2013-08-07,We're the Millers,37000000,150394119,267816276
1421,2015-11-25,Creed,37000000,109767581,173567581
1422,2010-09-17,The Town,37000000,92186262,152566881
1423,2011-09-23,Dolphin Tale,37000000,72286779,96068724
1424,2008-09-12,Burn After Reading,37000000,60355347,168167798
1425,2008-04-04,Nim's Island,37000000,48006762,101857425
1426,2016-02-12,How to be Single,37000000,46843513,99595932
1427,2010-02-26,Cop Out,37000000,44875481,55909910
1428,2011-01-28,The Rite,37000000,33047633,97143987
1429,2008-07-18,Space Chimps,37000000,30105968,67029956
1430,1999-12-17,Magnolia,37000000,22450975,48446802
1431,2015-05-29,Aloha,37000000,21052030,24935799
1432,2009-12-31,Obitaemyy ostrov,36500000,0,15000000
1433,2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977
1434,2002-02-15,John Q,36000000,71026631,102226631
1435,1999-09-17,Blue Streak,36000000,68208190,117448157
1436,1983-10-07,Never Say Never Again,36000000,55500000,160000000
1437,2010-03-26,Hot Tub Time Machine,36000000,50269859,65967750
1438,1997-05-02,Breakdown,36000000,50159144,50159144
1439,2014-09-12,Dolphin Tale 2,36000000,42024533,57824533
1440,2003-04-04,A Man Apart,36000000,26500000,43797731
1441,2000-02-25,Reindeer Games,36000000,23360779,23360779
1442,1999-12-24,Snow Falling on Cedars,36000000,14378353,14378353
1443,1996-12-20,Ghosts of Mississippi,36000000,13052741,13052741
1444,1997-10-24,Gattaca,36000000,12532777,12532777
1445,2000-01-28,Isn't She Great,36000000,2954405,2954405
1446,2016-01-22,Yip Man 3,36000000,2679437,156835197
