,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL
2214,lastorders,Last Orders,196,sonyclassics,2002-02-25,165.0,17.0,149645.84,60.0,93092530.25776133,13468352.863144757,13468352.863144757,0.0,Drama,109.0,,,,0,
2215,crossroads,Crossroads,72,paramount,2002-02-15,,2380.0,19466430.580000002,2713.0,93092530.25776133,215297705.71786752,329992178.152512,114694472.43464449,Drama,93.0,,,['Trevor Jones'],0,
2216,johnq,John Q.,39,newline,2002-02-15,,2466.0,27168759.96,2505.0,279277590.77328396,411197064.3951709,591824361.9102302,180627297.51505923,Drama / Thriller,112.0,['Nick Cassavetes'],['Michael De Luca'],['Aaron Zigman'],0,
2217,bigfatliar,Big Fat Liar,53,universal,2002-02-08,,2531.0,15482380.100000001,2534.0,116365662.82220164,276795557.49997807,303714478.384666,26918920.88468796,Family Comedy,87.0,['Shawn Levy'],,['Christophe Beck'],0,
2218,rollerball,Rollerball,110,mgm,2002-02-08,,2762.0,12078154.32,2762.0,543039759.836941,109942637.17327657,149668867.11623234,39726229.94295576,Sports Action,97.0,['John McTiernan'],,,0,
2219,slackers,Slackers,170,sony,2002-02-01,,1893.0,3732279.22,1893.0,85334819.40294786,27871278.31083618,27871278.31083618,0.0,Comedy,86.0,,['Neal H. Moritz'],,0,
2220,birthdaygirl,Birthday Girl,172,miramax,2002-02-01,,1000.0,3176884.06,1000.0,100850241.11257477,28482933.286383014,47071514.25777966,18588580.971396644,Crime,100.0,['Jez Butterworth'],['Sydney Pollack'],['Stephen Warbeck'],0,
2221,singlesward,The Singles Ward,222,halestorm,2002-02-01,276.0,11.0,57819.66,29.0,3878855.427406721,7241290.464014137,7241290.464014137,0.0,Romantic Comedy,110.0,,,,0,
2222,kungpowenterthefist,Kung Pow! Enter the Fist,119,fox,2002-01-25,,2478.0,9403415.16,2478.0,77577108.54813442,92823650.31526808,98612986.77408408,5789336.458815992,Action Comedy,81.0,['Steve Oedekerk'],,,0,
2223,countmontecristo,The Count of Monte Cristo,48,buenavista,2002-01-25,147.0,2007.0,15244041.0,2211.0,310308434.19253767,313944739.57966584,436452807.33396083,122508067.75429499,Period Adventure,131.0,['Kevin Reynolds'],,['Ed Shearmur'],0,
2224,mothmanprophecies,The Mothman Prophecies,74,screengems,2002-01-25,,2331.0,15019860.340000002,2331.0,325823855.9021645,203950774.14934543,326741784.1443922,122791009.99504676,Horror,119.0,['Mark Pellington'],,['tomandandy'],0,
2225,snowdogs,Snow Dogs,33,buenavista,2002-01-18,,2302.0,23871107.060000002,2454.0,248246747.35403013,469808659.8537481,676762015.4640938,206953355.61034572,Family Comedy,99.0,,['Jordan Kerner'],['John Debney'],0,
2226,orangecounty,Orange County,60,paramount,2002-01-11,,2317.0,20171322.84,2317.0,139638795.38664198,237708510.82743073,250728676.4192798,13020165.591849089,Comedy,87.0,['Jake Kasdan'],,,0,
2227,impostor,Impostor,164,miramax,2002-01-04,,1870.0,4050180.8200000003,1870.0,310308434.19253767,35397375.18194177,46167683.0498293,10770307.867887527,Sci-Fi Thriller,95.0,,,,0,
2228,gosfordpark,Gosford Park,59,usa,2001-12-26,163.0,9.0,328057.84,918.0,154897662.37667337,261327194.4612401,261327194.4612401,0.0,Period Drama,137.0,['Robert Altman'],,['Patrick Doyle'],1,/oscar/movies/?id=gosfordpark.htm
2229,shippingnews,The Shipping News,126,miramax,2001-12-25,80.0,186.0,1639036.6400000001,434.0,301189899.06575376,72170573.11999267,154428318.6631607,82257745.54316804,Drama,111.0,['Lasse Hallstrom'],,['Christopher Young'],0,
2230,kateandleopold,Kate and Leopold,53,miramax,2001-12-25,59.0,2452.0,13226554.88,2467.0,413060433.00446236,297997368.39340234,448860130.16321105,150862761.7698087,Romantic Comedy,121.0,['James Mangold'],['Cathy Konrad'],['Rolfe Kent'],1,/oscar/movies/?id=kateandleopold.htm
2231,majestic,The Majestic,82,warnerbros,2001-12-21,84.0,2361.0,6669901.04,2361.0,619590649.5066935,175879980.76486245,236056533.02464908,60176552.259786636,Period Drama,152.0,['Frank Darabont'],['Frank Darabont'],['Mark Isham'],0,
2232,beautifulmind,A Beautiful Mind,11,universal,2001-12-21,161.0,11.0,499325.36000000004,2250.0,671223203.6322513,1080164396.5305912,2010050637.0889497,929886240.5583584,Period Drama,136.0,['Ron Howard'],,['James Horner'],1,/oscar/movies/?id=beautifulmind.htm
2233,howhigh,How High,77,universal,2001-12-21,70.0,1266.0,9659073.600000001,1273.0,103265108.25111559,197136603.42436242,197560294.08909863,423690.6647362113,Comedy,93.0,,,,0,
2234,joesomebody,Joe Somebody,97,fox,2001-12-21,105.0,2506.0,4833066.0,2517.0,327006176.12853265,144083072.05462193,155125389.78145018,11042317.726828247,Comedy,98.0,,,,0,
2235,vanillasky,Vanilla Sky,20,paramount,2001-12-14,,2742.0,34021104.480000004,2842.0,602379798.1315075,636642414.4019989,1282756422.2246413,646114007.8226424,Thriller,135.0,['Cameron Crowe'],,,1,/oscar/movies/?id=vanillasky.htm
2236,royaltenenbaums,The Royal Tenenbaums,48,buenavista,2001-12-14,189.0,5.0,376694.16000000003,999.0,240951919.25260296,331268620.64212626,451980217.0718146,120711596.42968833,Comedy,109.0,['Wes Anderson'],,['Mark Mothersbaugh'],1,/oscar/movies/?id=royaltenenbaums.htm
2237,notanotherteenmovie,Not Another Teen Movie,64,sony,2001-12-14,,2365.0,17156557.76,2365.0,129081385.31389447,239702556.97569895,394845676.46507305,155143119.4893741,Comedy,89.0,,['Neal H. Moritz'],['Theodore Shapiro'],0,
2238,nomansland,No Man's Land,200,mgm,2001-12-07,136.0,2.0,30797.2,38.0,8605425.687592965,6754506.190012813,16984370.491630036,10229864.301617224,Foreign,98.0,,,,0,
2239,oceanseleven,Ocean's Eleven,8,warnerbros,2001-12-07,,3075.0,51826637.92,3075.0,731461183.445402,1160575480.996391,2851993280.5791097,1691417799.5827186,Crime Comedy,116.0,['Steven Soderbergh'],,['David Holmes'],0,
2240,inthebedroom,In the Bedroom,68,miramax,2001-11-23,175.0,4.0,127801.92000000001,1103.0,14629223.668908037,227351575.4649489,266628174.64991075,39276599.184961855,Drama,130.0,['Todd Field'],,['Thomas Newman'],1,/oscar/movies/?id=inthebedroom.htm
2241,outcold,Out Cold,118,buenavista,2001-11-21,93.0,2011.0,6163064.4,2011.0,94659682.5635226,87992970.6980799,93561187.31946358,5568216.621383682,Comedy,89.0,,,,0,
2242,novocaine,Novocaine,178,artisan,2001-11-16,,105.0,568613.28,189.0,51632554.125557795,12814731.697565733,15963874.5729026,3149142.875336867,Comedy Thriller,95.0,,['Michelle Weisler'],,0,
2243,wash,The Wash,129,lions_gate,2001-11-16,,749.0,3910091.12,749.0,34421702.75037186,63889565.65330306,63889565.65330306,0.0,Comedy,96.0,,,,0,
2244,shallowhal,Shallow Hal,34,fox,2001-11-09,147.0,2770.0,30624881.200000003,2799.0,344217027.50371855,448218000.8914255,448218000.8914255,0.0,Fantasy Comedy,113.0,['The Farrelly Bros.'],,,0,
2245,domesticdistrubance,Domestic Disturbance,54,paramount,2001-11-02,,2910.0,19085032.32,2910.0,456087561.44242704,286048855.0490384,342996525.0404623,56947669.991423905,Thriller,89.0,,['Donald De Line'],['Mark Mancina'],0,
2246,highheelsandlowlifes,High Heels and Low Lifes,261,buenavista,2001-10-26,,175.0,154376.32,175.0,86054256.87592964,1435030.6636327817,1435030.6636327817,0.0,Unknown,86.0,,,,0,
2247,lifeasahouse,Life as a House,113,newline,2001-10-26,,29.0,399916.16000000003,1288.0,154897662.37667337,99042356.26350594,151159098.46188748,52116742.19838154,Drama,124.0,['Irwin Winkler'],,['Mark Isham'],0,
2248,lastcastle,The Last Castle,104,dreamworks,2001-10-19,63.0,2262.0,9639969.680000002,2270.0,516325541.25557786,115211957.45801198,129977792.25971057,14765834.80169858,Action Drama,133.0,['Rod Lurie'],,['Jerry Goldsmith'],0,
2249,fromhell,From Hell,75,fox,2001-10-19,,2305.0,14980152.48,2334.0,301189899.06575376,199938890.6968193,434778787.3722527,234839896.6754334,Period Horror,122.0,,,['Trevor Jones'],0,
2250,corkycomano,Corky Romano,94,buenavista,2001-10-12,,2062.0,12271515.280000001,2094.0,94659682.5635226,151723791.55752242,158922616.1238461,7198824.566323698,Crime Comedy,85.0,,['Robert Simonds'],['Randy Edelman'],0,
2251,mulhollanddrive,Mulholland Drive,136,universal,2001-10-08,214.0,66.0,799123.76,247.0,129081385.31389447,45682016.157927215,75421354.93122645,29739338.773299232,Drama / Thriller,147.0,['David Lynch'],,,1,/oscar/movies/?id=mulhollanddrive.htm
2252,serendipity,Serendipity,52,miramax,2001-10-05,,2601.0,18100567.76,2610.0,240951919.25260296,317991423.24407905,490239060.1537274,172247636.90964836,Romantic Comedy,90.0,['Peter Chelsom'],['Simon Fields'],['Alan Silvestri'],0,
2253,trainingday,Training Day,29,warnerbros,2001-10-05,,2712.0,30669071.680000003,2712.0,387244155.9416834,482543145.7035674,661259651.9455894,178716506.24202204,Crime Drama,122.0,['Antoine Fuqua'],,['Mark Mancina'],1,/oscar/movies/?id=trainingday.htm
2254,dinnerrush,Dinner Rush,219,access,2001-09-28,,52.0,149600.0,52.0,17210851.37518593,4038393.397290731,6805271.874050723,2766878.4767599925,Unknown,98.0,,,,0,
2255,heartsinatlantis,Hearts in Atlantis,92,warnerbros,2001-09-28,66.0,1751.0,12269231.840000002,2010.0,266768196.31538185,153035986.09698373,195430362.6461549,42394376.54917118,Drama,101.0,['Scott Hicks'],['Kerry Heysen'],['Mychael Danna'],0,
2256,omegacode2,Megiddo: The Omega Code II,142,8x,2001-09-21,59.0,314.0,2139897.44,353.0,189319365.1270452,38266879.03090057,38266879.03090057,0.0,Action / Adventure,104.0,,,,0,
2257,glitter,Glitter,156,fox,2001-09-21,,1202.0,3283850.56,1225.0,73146118.3445402,27039842.045176852,27039842.045176852,0.0,Music Drama,104.0,,['Laurence Mark'],['Terence Blanchard'],0,
2258,hardball,Hardball,62,paramount,2001-09-14,,2137.0,12765425.120000001,2314.0,180713939.4394523,254510077.47183117,276693289.3422427,22183211.870411545,Sports Drama,106.0,['Brian Robbins'],,['Mark Isham'],0,
2259,glasshouse,The Glass House,105,sony,2001-09-14,,1591.0,7804289.28,1601.0,189319365.1270452,113588018.71797988,144658376.39943197,31070357.681452096,Thriller,111.0,,['Neal H. Moritz'],['Christopher Young'],0,
2260,soulsurvivors,Soul Survivors,163,artisan,2001-09-07,,601.0,1551349.28,604.0,120475959.62630148,19619421.439878765,27133957.56111601,7514536.121237244,Horror,84.0,,,,0,
2261,rockstar,Rock Star,108,warnerbros,2001-09-07,,2525.0,8185344.960000001,2525.0,327006176.12853265,107516580.84695755,122233522.91020904,14716942.063251495,Music Drama,105.0,,['Toby Jaffe'],['Trevor Rabin'],0,
2262,musketeer,The Musketeer,86,universal,2001-09-07,49.0,2438.0,14025326.4,2500.0,344217027.50371855,171183525.40322635,171183525.40322635,0.0,Period Action,104.0,['Peter Hyams'],['Steven Paul'],['David Arnold'],0,
2263,twocanplaythatgame,Two Can Play That Game,98,screengems,2001-09-07,52.0,1297.0,10500481.120000001,1308.0,111870533.93870851,140698083.56777507,141682322.80327463,984239.2354995608,Romantic Comedy,91.0,['Mark Brown'],['Mark Brown'],['Marcus Miller'],0,
2264,lie,L.I.E.,190,lot47,2001-09-07,,12.0,112240.8,45.0,6023797.981315075,7219477.587973903,7219477.587973903,0.0,Drama,97.0,['Michael Cuesta'],['Michael Cuesta'],,0,
2265,speedwayjunky,Speedway Junky,330,regent,2001-08-31,,1.0,9384.0,1.0,8605425.687592965,108371.41599367993,108371.41599367993,0.0,Unknown,105.0,,,,0,
2266,curseofthejadescorpion,The Curse of the Jade Scorpion,132,dreamworks,2001-08-24,59.0,903.0,3344668.4000000004,909.0,223741067.87741703,47434384.548827775,117037092.31612378,69602707.76729602,Comedy Thriller,102.0,['Woody Allen'],,,0,
2267,summercatch,Summer Catch,101,warnerbros,2001-08-24,,2335.0,9545286.48,2335.0,146292236.6890804,124613467.27945286,124613467.27945286,0.0,Sports Comedy,104.0,,,['George Fenton'],0,
2268,ghostsofmars,John Carpenter's Ghosts of Mars,131,screengems,2001-08-24,,2048.0,5174054.720000001,2048.0,240951919.25260296,53370097.13970389,53370097.13970389,0.0,Sci-Fi Horror,98.0,['John Carpenter'],,,0,
2269,captaincorellismandolin,Captain Corelli's Mandolin,89,universal,2001-08-17,63.0,1595.0,9804709.200000001,1612.0,490509264.1927989,161532034.2930798,392923072.5060115,231391038.2129317,War Romance,129.0,['John Madden'],,['Stephen Warbeck'],0,
2270,aberdeen,Aberdeen,300,firstrun,2001-08-17,,1.0,6888.400000000001,2.0,55935266.96935426,405897.6816233187,405897.6816233187,0.0,Unknown,106.0,,,,0,
2271,americanoutlaws,American Outlaws,123,warnerbros,2001-08-17,,2348.0,6603446.000000001,2348.0,301189899.06575376,83934449.46320663,86061274.09437636,2126824.6311697215,Western,94.0,,,['Trevor Rabin'],0,
2272,k-pax,K-PAX,51,universal,2001-10-26,70.0,2541.0,23412774.0,2581.0,413060433.00446236,318369998.6991443,318369998.6991443,0.0,Drama,121.0,['Iain Softley'],,['Ed Shearmur'],0,
2273,americanpie2,American Pie 2,13,universal,2001-08-10,133.0,3063.0,61360459.6,3157.0,258162770.62778893,918102869.1294504,1812834161.3936648,894731292.2642144,Comedy,104.0,,,,0,
2274,osmosisjones,Osmosis Jones,121,warnerbros,2001-08-10,,2305.0,7168897.28,2305.0,602379798.1315075,86034711.17008482,86034711.17008482,0.0,Family Comedy,96.0,['The Farrelly Bros.'],['Bradley Thomas'],['Randy Edelman'],0,
2275,deepend,The Deep End,130,foxsearchlight,2001-08-10,,6.0,192918.72,412.0,25816277.062778898,55828388.84781813,63158983.994983084,7330595.147164956,Drama / Thriller,101.0,,,,0,
2276,rushhour2,Rush Hour 2,5,newline,2001-08-03,,3118.0,91675181.92,3118.0,774488311.8833668,1431058791.44156,2198343514.136881,767284722.6953208,Action Comedy,90.0,['Brett Ratner'],,,0,
2277,originalsin,Original Sin,110,mgm,2001-08-03,,2194.0,8707727.76,2194.0,223741067.87741703,104539533.83033474,104539533.83033474,0.0,Romantic Thriller,116.0,,,['Terence Blanchard'],0,
2278,hedwigandtheangryinch,Hedwig and the Angry Inch,165,fineline,2001-07-20,,9.0,213144.64,101.0,51632554.125557795,19408474.615192756,23718571.673531458,4310097.058338702,Musical,95.0,['John Cameron Mitchell'],['Michael De Luca'],['Stephen Trask'],0,
2279,americassweethearts,America's Sweethearts,23,revolutionstudios,2001-07-20,101.0,3011.0,41047352.720000006,3011.0,395849581.62927634,592304318.9632369,1016506373.7759546,424202054.8127177,Romantic Comedy,102.0,['Joe Roth'],,['James Newton Howard'],0,
2280,ghostworld,Ghost World,141,mgm,2001-07-20,,5.0,134355.76,128.0,47329841.2817613,39343556.98983399,55439240.10869118,16095683.11885719,Comedy,111.0,,,['David Kitay'],1,/oscar/movies/?id=ghostworld.htm
2281,jurassicpark3,Jurassic Park III,9,universal,2001-07-18,156.0,3434.0,69049437.2,3462.0,800304588.9461457,1146332014.516486,2315239161.095783,1168907146.5792973,Sci-Fi Horror,92.0,['Joe Johnston'],,,0,
2282,finalfantasy,Final Fantasy: The Spirits Within,74,sony,2001-07-11,51.0,2649.0,15516040.080000002,2649.0,1178943319.200236,203314761.2289487,538673262.2895569,335358501.06060815,Animation,108.0,,,['Elliot Goldenthal'],0,
2283,kissofthedragon,Kiss of the Dragon,66,fox,2001-07-06,,2025.0,18093476.720000003,2100.0,215135642.18982407,233064496.1157808,233064496.1157808,0.0,Action,98.0,,['Luc Besson'],['Craig Armstrong'],0,
2284,scarymovie2,Scary Movie 2,32,miramax,2001-07-04,,3220.0,27884564.16,3220.0,387244155.9416834,451009221.33334744,893376703.348204,442367482.0148566,Horror Comedy,83.0,['Keenen Ivory Wayans'],['Lee R. Mayes'],,0,
2285,crazybeautiful,crazy/beautiful,109,buenavista,2001-06-29,,1601.0,6412481.600000001,1603.0,111870533.93870851,107119345.5386918,126101902.20249984,18982556.663808033,Romance,95.0,['John Stockwell'],,['Paul Haslinger'],0,
2286,pandaemonium,Pandaemonium,348,usa,2001-06-29,7.0,1.0,3457.1200000000003,1.0,129081385.31389447,0.0,0.0,0.0,Unknown,120.0,,,['Dario Marianelli'],0,
2287,ai,A.I. Artificial Intelligence,28,warnerbros,2001-06-29,,3242.0,39919576.800000004,3242.0,774488311.8833668,497448584.55449057,1492661705.6641028,995213121.1096122,Sci-Fi,145.0,['Steven Spielberg'],,['John Williams'],1,/oscar/movies/?id=ai.htm
2288,pootietang,Pootie Tang,162,paramount,2001-06-29,,712.0,2048476.8800000001,712.0,30118989.90657537,20838152.19784634,20838152.19784634,0.0,Comedy,81.0,,,,0,
2289,babyboy,Baby Boy,81,sony,2001-06-27,75.0,1533.0,11704708.08,1533.0,137686811.00148743,181818420.51637927,181818420.51637927,0.0,Drama,129.0,['John Singleton'],,['David Arnold'],0,
2290,songcatcher,Songcatcher,166,lions_gate,2001-06-15,,7.0,57075.12,104.0,15489766.237667337,19304842.510846138,19304842.510846138,0.0,Music Drama,109.0,,,,0,
2291,sexybeast,Sexy Beast,137,foxsearchlight,2001-06-15,,9.0,231684.16,194.0,37003330.45664974,43951300.5366612,64277183.13285913,20325882.596197933,Crime,89.0,,,,1,/oscar/movies/?id=sexybeast.htm
2292,swordfish,Swordfish,35,warnerbros,2001-06-08,101.0,2678.0,24678059.520000003,2688.0,688434055.0074371,441489779.2148732,930654091.3029279,489164312.08805466,Action,99.0,['Dominic Sena'],,['Christopher Young'],0,
2293,whatstheworstthatcouldhappen,What's the Worst That Could Happen?,73,mgm,2001-06-01,,2675.0,17746795.040000003,2675.0,258162770.62778893,204174949.45665026,243369480.72163555,39194531.26498529,Comedy,99.0,,['David Hoberman'],['Tyler Bates'],0,
2294,pearlharbor,Pearl Harbor,7,buenavista,2001-05-25,,3214.0,80347320.32000001,3255.0,1303721991.6703339,1256264682.520575,2842573667.7261314,1586308985.2055564,War,183.0,['Michael Bay'],,,1,/oscar/movies/?id=pearlharbor.htm
2295,moulinrouge,Moulin Rouge!,43,fox,2001-05-18,,2.0,227854.40000000002,2283.0,456087561.44242704,363113333.7575651,1133974882.657377,770861548.899812,Musical,127.0,['Baz Luhrmann'],['Baz Luhrmann'],,1,/oscar/movies/?id=moulinrouge.htm
2296,angeleyes,Angel Eyes,93,warnerbros,2001-05-18,,2375.0,12546782.0,2407.0,327006176.12853265,152142230.38158166,186943584.2652296,34801353.88364795,Romance,102.0,,,['Marco Beltrami'],0,
2297,aknightstale,A Knight's Tale,45,sony,2001-05-11,,2980.0,22455491.76,2980.0,352822453.1913116,354872354.1753606,636691313.4679648,281818959.29260415,Period Action,132.0,['Brian Helgeland'],,['Carter Burwell'],0,
2298,eureka01,Eureka,305,shootinggallery,2001-05-04,,,,,17210851.37518593,312503.50283738336,485029.6328358462,172526.12999846286,Unknown,215.0,,,,0,
2299,mummyreturns,The Mummy Returns,6,universal,2001-05-04,154.0,3401.0,92669087.60000001,3553.0,843331717.3841106,1278207157.6073766,2752726316.377639,1474519158.7702622,Period Adventure,130.0,['Stephen Sommers'],,['Alan Silvestri'],0,
2300,driven,Driven,72,warnerbros,2001-04-27,,2905.0,16557325.440000001,2905.0,619590649.5066935,206383854.66283432,345589270.1974264,139205415.53459206,Sports Drama,117.0,['Renny Harlin'],['Don Carmody'],,0,
2301,foresaken,The Forsaken,135,screengems,2001-04-27,,1514.0,4107416.24,1514.0,43027128.43796482,42744104.845626324,42744104.845626324,0.0,Horror,91.0,,,,0,
2302,townandcountry,Town & Country,138,newline,2001-04-27,,2222.0,4120606.8800000004,2222.0,903569697.1972611,42473160.486844905,65583271.616593555,23110111.12974865,Romantic Comedy,104.0,['Peter Chelsom'],,['Rolfe Kent'],0,
2303,freddygotfingered,Freddy Got Fingered,117,fox,2001-04-20,,2271.0,9653904.24,2271.0,129081385.31389447,90160848.27179454,90160848.27179454,0.0,Comedy,87.0,,['Arnon Milchan'],,0,
2304,crocodiledundeeinla,Crocodile Dundee in Los Angeles,87,paramount,2001-04-20,,2123.0,10491532.32,2166.0,215135642.18982407,161921961.31702998,249260653.90705946,87338692.59002948,Comedy,94.0,,,,0,
2305,bridgetjonessdiary,Bridget Jones's Diary,31,miramax,2001-04-13,,1611.0,14598148.88,2547.0,215135642.18982407,452421118.5879259,1781368409.7119436,1328947291.1240177,Romantic Comedy,97.0,['Sharon Maguire'],,['Patrick Doyle'],1,/oscar/movies/?id=bridgetjonessdiary.htm
2306,joedirt,Joe Dirt,85,sony,2001-04-11,54.0,2638.0,10901770.88,2638.0,137686811.00148743,171397901.74314964,196075225.4061,24677323.662950367,Comedy,91.0,,,,0,
2307,kingdomcome,Kingdom Come,96,foxsearchlight,2001-04-11,,1111.0,10284706.24,1111.0,60237979.81315074,147099242.12052888,148025590.8857227,926348.76519382,Comedy / Drama,94.0,,,['Tyler Bates'],0,
2308,josieandthepussycats,Josie and the Pussycats,116,universal,2001-04-11,44.0,2556.0,6204938.800000001,2558.0,189319365.1270452,90185051.0315409,90185051.0315409,0.0,Comedy,98.0,,,['John Frizzell'],0,
2309,blow,Blow,47,newline,2001-04-06,,2249.0,16923106.96,2249.0,258162770.62778893,335300129.69886684,526970300.970677,191670171.27181017,Crime Drama,124.0,,['Michael De Luca'],['Graeme Revell'],0,
2310,pokemon3,Pokemon 3: The Movie,107,warnerbros,2001-04-06,66.0,2675.0,11207422.72,2675.0,25816277.062778898,107897661.99950238,433132132.839413,325234470.8399106,Animation,70.0,,,,0,
2311,justvisiting,Just Visiting,150,buenavista,2001-04-06,,1590.0,3090585.04,1590.0,344217027.50371855,30226602.020302504,102329900.95947862,72103298.93917611,Fantasy Comedy,88.0,,,['John Powell'],0,
2312,bringhamcity,Brigham City,206,excel,2001-04-06,,51.0,140935.44,55.0,8605425.687592965,5392349.561412389,5392349.561412389,0.0,Drama / Thriller,120.0,,,,0,
2313,amoresperros,Amores Perros,146,lions_gate,2001-03-30,,2.0,83023.92000000001,187.0,17210851.37518593,34066311.324512035,132142854.08752008,98076542.76300804,Foreign,153.0,['Alejandro González Iñárritu'],['Alejandro González Iñárritu'],,1,/oscar/movies/?id=amoresperros.htm
2314,someonelikeyou,Someone Like You,84,fox,2001-03-30,,2345.0,13614416.000000002,2349.0,197924790.81463817,172981920.16651776,244779473.3930288,71797553.22651103,Romantic Comedy,97.0,,['Lynda Obst'],['Rolfe Kent'],0,
2315,tailorofpanama,The Tailor of Panama,119,sony,2001-03-30,,199.0,2498412.48,441.0,154897662.37667337,85368689.18697841,173953953.61808246,88585264.43110405,Comedy Thriller,109.0,,,,0,
2316,tomcats,Tomcats,122,revolutionstudios,2001-03-30,31.0,2617.0,8712263.360000001,2617.0,94659682.5635226,85793177.1190945,85793177.1190945,0.0,Comedy,95.0,,['Todd Garner'],['David Kitay'],0,
2317,sayitisntso,Say It Isn't So,144,fox,2001-03-23,,1974.0,3892188.08,1974.0,215135642.18982407,34907074.06922765,34907074.06922765,0.0,Romantic Comedy,110.0,,['Bradley Thomas'],,0,
2318,heartbreakers,Heartbreakers,60,mgm,2001-03-23,,2750.0,16049799.280000001,2751.0,327006176.12853265,255214298.68646404,365438418.5380505,110224119.85158643,Crime Comedy,122.0,,,['John Debney'],0,
2319,exitwounds,Exit Wounds,49,warnerbros,2001-03-16,94.0,2830.0,25140396.96,2830.0,283979047.6905678,327503512.7856055,505939545.42540073,178436032.63979524,Action,101.0,['Andrzej Bartkowiak'],['Joel Silver'],['Ramin Djawadi*'],0,
2320,americandesi,American Desi,203,eros,2001-03-16,,38.0,414873.44,38.0,2151356.421898241,5712705.515189701,8644877.767859245,2932172.252669544,Comedy,100.0,,,,0,
2321,gabriela,Gabriela,175,powerpoint,2001-03-16,,11.0,86640.16,30.0,430271.2843796482,14776983.88997912,14776983.88997912,0.0,Romance,93.0,,,,0,
2322,memento,Memento,88,newmarket,2001-03-16,,11.0,320263.68000000005,531.0,43027128.43796482,161635628.4323131,251348640.22729507,89713011.79498196,Thriller,113.0,['Christopher Nolan'],,['David Julyan'],1,/oscar/movies/?id=memento.htm
2323,companyman,Company Man,275,paramountclassics,2001-03-09,,104.0,101650.48000000001,104.0,103265108.25111559,923994.9281675185,3937444.1609525997,3013449.2327850815,Unknown,81.0,['Douglas McGrath'],['Susan Cartsonis'],,0,
2324,mexican,The Mexican,36,dreamworks,2001-03-02,91.0,2951.0,27348007.44,3162.0,344217027.50371855,422732773.28934455,918997770.125771,496264996.8364265,Crime Comedy,123.0,['Gore Verbinski'],,['Alan Silvestri'],0,
2325,widowofstpierre,The Widow of St. Pierre,164,lions_gate,2001-03-02,,1.0,43114.72,83.0,111870533.93870851,19351957.216485713,19351957.216485713,0.0,Foreign,112.0,,,,0,
2326,seespotrun,See Spot Run,70,warnerbros,2001-03-02,73.0,2656.0,13212538.72,2656.0,137686811.00148743,211070059.44387195,272447473.54828656,61377414.10441461,Family Comedy,94.0,['John Whitesell'],['Robert Simonds'],['John Debney'],0,
2327,cavesmanvalentine,The Caveman's Valentine,217,focus,2001-03-02,105.0,16.0,152375.76,59.0,116173246.78250499,4347518.005041957,5647348.572596211,1299830.567554254,Drama / Thriller,106.0,,,['Terence Blanchard'],0,
2328,monkeybone,Monkeybone,145,fox,2001-02-23,,1722.0,3651706.08,1748.0,645406926.5694722,34228820.9921109,34228820.9921109,0.0,Fantasy Comedy,88.0,['Henry Selick'],['Chris Columbus'],,0,
2329,recessschoolsout,Recess: School's Out,67,buenavista,2001-02-16,182.0,2624.0,13689587.280000001,2630.0,86054256.87592964,232199448.35357326,281267516.0215206,49068067.66794735,Animation,84.0,,,,0,
2330,downtoearth,Down to Earth,37,paramount,2001-02-16,,2521.0,23485680.880000003,2521.0,258162770.62778893,406051130.28387004,450343762.49942213,44292632.21555209,Romantic Comedy,87.0,,,,0,
2331,savingsilverman,Saving Silverman,103,sony,2001-02-09,,2467.0,10080118.72,2467.0,189319365.1270452,122447418.35869683,163712794.6952503,41265376.33655347,Comedy,92.0,['Dennis Dugan'],,,0,
2332,headoverheels,Head Over Heels,128,universal,2001-02-02,35.0,2338.0,6534249.2,2363.0,120475959.62630148,65789523.42226471,65789523.42226471,0.0,Romantic Comedy,87.0,['Mark S. Waters'],['Robert Simonds'],['Randy Edelman'],0,
2333,weddingplanner,The Wedding Planner,39,sony,2001-01-26,94.0,2785.0,18373998.48,2785.0,240951919.25260296,382187557.1875027,599396556.4738934,217208999.28639072,Romantic Comedy,104.0,['Adam Shankman'],,['Mervyn Warren'],0,
2334,pledge,The Pledge,102,warnerbros,2001-01-19,,1275.0,7840871.920000001,1410.0,387244155.9416834,124778229.5437758,186067855.6511393,61289626.10736349,Drama / Thriller,124.0,,,,0,
2335,savethelastdance,Save the Last Dance,25,paramount,2001-01-12,,2230.0,31885104.8,2570.0,111870533.93870851,576046410.915131,773503300.6905627,197456889.77543175,Music Drama,113.0,['Thomas Carter'],,['Mark Isham'],0,
2336,antitrust,Antitrust,127,mgm,2001-01-12,,2433.0,7461244.24,2433.0,258162770.62778893,69382567.05766584,113042447.38442428,43659880.326758444,Thriller,108.0,,,,0,
2337,shadowofthevampire,Shadow of the Vampire,141,lions_gate,2000-12-29,,6.0,210239.4,513.0,84330803.19999996,62337156.54611197,62337156.54611197,0.0,Horror Comedy,93.0,,,,1,/oscar/movies/?id=shadowofthevampire.htm
